18:48, Friday, January 18, 2019
Study name:Static 2 Square Diamond Compression
Units: mm
Selected reference : Front Plane
Node  ,UX  ,UY  ,UZ  ,URES
286  ,1.55088e-004  ,-2.28301e-006  ,9.11265e-005  ,1.79894e-004
287  ,9.58423e-005  ,-2.21119e-006  ,9.25805e-005  ,1.33273e-004
288  ,4.95005e-005  ,-2.03809e-006  ,8.63778e-005  ,9.95771e-005
289  ,2.77978e-005  ,-1.92431e-006  ,7.22717e-005  ,7.74572e-005
290  ,2.03725e-005  ,-2.37844e-006  ,5.17146e-005  ,5.56335e-005
291  ,1.59841e-005  ,-2.97899e-006  ,2.98751e-005  ,3.40131e-005
292  ,5.93211e-006  ,-1.36306e-006  ,-8.42903e-006  ,1.03969e-005
293  ,3.66684e-007  ,4.74307e-007  ,-3.33939e-006  ,3.39278e-006
294  ,-1.30592e-007  ,2.27817e-007  ,-1.47991e-006  ,1.50303e-006
295  ,4.76880e-008  ,4.27915e-008  ,-6.14673e-007  ,6.18003e-007
296  ,4.08474e-008  ,2.62421e-009  ,-2.40733e-007  ,2.44188e-007
297  ,8.06719e-009  ,3.77482e-009  ,-3.56613e-008  ,3.67567e-008
298  ,1.33559e-009  ,1.73681e-009  ,8.97478e-009  ,9.23834e-009
299  ,2.08430e-009  ,8.99773e-009  ,1.11530e-007  ,1.11912e-007
300  ,5.54798e-008  ,9.15711e-008  ,7.66281e-007  ,7.73724e-007
301  ,1.25559e-007  ,1.86024e-007  ,1.80610e-006  ,1.81999e-006
302  ,5.58947e-008  ,4.19984e-007  ,4.06252e-006  ,4.08455e-006
303  ,1.50340e-007  ,1.32410e-006  ,9.98185e-006  ,1.00704e-005
304  ,9.97555e-006  ,-1.37279e-006  ,2.04673e-005  ,2.28102e-005
305  ,2.18588e-005  ,-4.30785e-006  ,4.71991e-005  ,5.21931e-005
306  ,3.96405e-005  ,-3.92351e-006  ,6.84627e-005  ,7.92080e-005
307  ,6.74341e-005  ,-3.74006e-006  ,8.77072e-005  ,1.10697e-004
308  ,1.09540e-004  ,-3.44588e-006  ,1.01944e-004  ,1.49678e-004
309  ,2.14220e-004  ,-3.07377e-006  ,1.07937e-004  ,2.39896e-004
310  ,3.15208e-004  ,-2.86420e-006  ,1.03754e-004  ,3.31857e-004
311  ,3.52749e-004  ,-2.84674e-006  ,1.06398e-004  ,3.68457e-004
312  ,3.75864e-004  ,-2.87415e-006  ,1.13458e-004  ,3.92625e-004
313  ,3.87752e-004  ,-2.85980e-006  ,1.23423e-004  ,4.06931e-004
314  ,3.91846e-004  ,-3.34156e-006  ,1.39643e-004  ,4.15998e-004
315  ,3.86682e-004  ,-1.13429e-006  ,1.39280e-004  ,4.11002e-004
316  ,3.67819e-004  ,-1.76772e-006  ,1.27525e-004  ,3.89303e-004
