20:20, Thursday, January 17, 2019
Study name:Static 1 Square Tension
Units: mm
Selected reference : Front Plane
Node  ,UX  ,UY  ,UZ  ,URES
99  ,2.71714e-003  ,1.26823e-004  ,-7.31837e-005  ,2.72108e-003
100  ,2.73697e-003  ,1.27682e-004  ,-7.61094e-005  ,2.74100e-003
101  ,2.75653e-003  ,1.28777e-004  ,-7.81404e-005  ,2.76064e-003
102  ,2.76991e-003  ,1.32915e-004  ,-8.01092e-005  ,2.77425e-003
103  ,2.77642e-003  ,1.34902e-004  ,-8.11506e-005  ,2.78088e-003
104  ,2.78505e-003  ,1.37488e-004  ,-8.22023e-005  ,2.78966e-003
105  ,2.79602e-003  ,1.40741e-004  ,-8.43060e-005  ,2.80082e-003
106  ,2.81070e-003  ,1.47570e-004  ,-9.22511e-005  ,2.81608e-003
107  ,2.79878e-003  ,1.53832e-004  ,-1.04534e-004  ,2.80495e-003
108  ,2.77954e-003  ,1.56638e-004  ,-1.11682e-004  ,2.78619e-003
109  ,2.75611e-003  ,1.58803e-004  ,-1.18232e-004  ,2.76321e-003
110  ,2.73096e-003  ,1.60689e-004  ,-1.24615e-004  ,2.73852e-003
111  ,2.69472e-003  ,1.58453e-004  ,-1.31327e-004  ,2.70256e-003
112  ,2.66886e-003  ,1.55472e-004  ,-1.53983e-004  ,2.67782e-003
113  ,2.64109e-003  ,1.54552e-004  ,-1.70119e-004  ,2.65107e-003
114  ,2.60798e-003  ,1.53178e-004  ,-1.78675e-004  ,2.61858e-003
115  ,2.56854e-003  ,1.51469e-004  ,-1.74044e-004  ,2.57889e-003
116  ,2.49125e-003  ,1.47643e-004  ,-1.26553e-004  ,2.49883e-003
117  ,2.42428e-003  ,1.44099e-004  ,-6.24834e-005  ,2.42936e-003
118  ,2.39685e-003  ,1.42384e-004  ,-3.90083e-005  ,2.40139e-003
119  ,2.37666e-003  ,1.40764e-004  ,-2.75660e-005  ,2.38099e-003
120  ,2.36166e-003  ,1.39471e-004  ,-2.53505e-005  ,2.36591e-003
121  ,7.06808e-004  ,5.09263e-006  ,-1.55371e-005  ,7.06997e-004
122  ,6.96266e-004  ,7.19759e-006  ,-1.35383e-005  ,6.96435e-004
123  ,6.96387e-004  ,6.23835e-006  ,-1.28337e-005  ,6.96533e-004
124  ,6.96462e-004  ,5.64277e-006  ,-1.26785e-005  ,6.96600e-004
125  ,6.96405e-004  ,5.02804e-006  ,-1.25749e-005  ,6.96536e-004
126  ,6.96300e-004  ,3.83260e-006  ,-1.23910e-005  ,6.96420e-004
127  ,6.96145e-004  ,2.87453e-006  ,-1.22170e-005  ,6.96258e-004
128  ,6.96043e-004  ,2.50685e-006  ,-1.21459e-005  ,6.96154e-004
129  ,6.95757e-004  ,2.31392e-006  ,-1.20166e-005  ,6.95865e-004
130  ,6.96050e-004  ,2.40267e-006  ,-1.11227e-005  ,6.96143e-004
131  ,7.06147e-004  ,-4.25981e-007  ,-9.50065e-006  ,7.06211e-004
132  ,7.24477e-004  ,-7.28407e-007  ,-1.03028e-005  ,7.24551e-004
133  ,7.44473e-004  ,-2.18723e-007  ,-1.07016e-005  ,7.44550e-004
134  ,7.69358e-004  ,2.38604e-007  ,-1.05382e-005  ,7.69431e-004
135  ,8.00520e-004  ,8.21989e-007  ,-1.03546e-005  ,8.00588e-004
136  ,8.68060e-004  ,2.10379e-006  ,-1.01168e-005  ,8.68121e-004
137  ,9.35592e-004  ,3.48308e-006  ,-1.00510e-005  ,9.35653e-004
138  ,9.66727e-004  ,4.17615e-006  ,-1.00786e-005  ,9.66789e-004
139  ,9.91586e-004  ,4.75570e-006  ,-1.01947e-005  ,9.91650e-004
140  ,1.01180e-003  ,5.17229e-006  ,-9.65364e-006  ,1.01186e-003
141  ,1.03011e-003  ,6.08349e-006  ,-8.69651e-006  ,1.03016e-003
142  ,1.03996e-003  ,9.07766e-006  ,-1.07486e-005  ,1.04006e-003
143  ,1.04024e-003  ,9.42485e-006  ,-1.13955e-005  ,1.04035e-003
144  ,1.03994e-003  ,1.00799e-005  ,-1.15523e-005  ,1.04005e-003
145  ,1.03995e-003  ,1.10286e-005  ,-1.15855e-005  ,1.04007e-003
146  ,1.04019e-003  ,1.31422e-005  ,-1.16841e-005  ,1.04034e-003
147  ,1.04059e-003  ,1.53277e-005  ,-1.18230e-005  ,1.04077e-003
148  ,1.04078e-003  ,1.63550e-005  ,-1.18969e-005  ,1.04098e-003
149  ,1.04100e-003  ,1.72589e-005  ,-1.20442e-005  ,1.04121e-003
150  ,1.04135e-003  ,1.85066e-005  ,-1.27383e-005  ,1.04159e-003
151  ,1.03059e-003  ,1.65275e-005  ,-1.44713e-005  ,1.03082e-003
152  ,1.01261e-003  ,1.53267e-005  ,-1.37226e-005  ,1.01281e-003
153  ,9.92331e-004  ,1.48290e-005  ,-1.31582e-005  ,9.92529e-004
154  ,9.67418e-004  ,1.40026e-005  ,-1.32383e-005  ,9.67610e-004
155  ,9.36256e-004  ,1.29224e-005  ,-1.32764e-005  ,9.36439e-004
156  ,8.68704e-004  ,1.05986e-005  ,-1.33609e-005  ,8.68871e-004
157  ,8.01172e-004  ,8.26970e-006  ,-1.35190e-005  ,8.01329e-004
158  ,7.70029e-004  ,7.17767e-006  ,-1.36401e-005  ,7.70183e-004
159  ,7.45146e-004  ,6.31204e-006  ,-1.37730e-005  ,7.45300e-004
160  ,7.25154e-004  ,5.49650e-006  ,-1.44903e-005  ,7.25319e-004
161  ,2.66753e-003  ,-1.11841e-004  ,8.24048e-005  ,2.67115e-003
162  ,2.61564e-003  ,-1.11113e-004  ,7.44330e-005  ,2.61906e-003
163  ,2.54953e-003  ,-1.13134e-004  ,6.45416e-005  ,2.55285e-003
164  ,2.44907e-003  ,-1.15238e-004  ,5.50716e-005  ,2.45239e-003
165  ,2.30295e-003  ,-1.17506e-004  ,4.82641e-005  ,2.30645e-003
166  ,1.96252e-003  ,-1.21676e-004  ,5.29880e-005  ,1.96700e-003
167  ,1.67631e-003  ,-1.24488e-004  ,8.36040e-005  ,1.68301e-003
168  ,1.59180e-003  ,-1.25359e-004  ,1.06828e-004  ,1.60030e-003
169  ,1.55718e-003  ,-1.26360e-004  ,1.29508e-004  ,1.56766e-003
170  ,1.55421e-003  ,-1.26831e-004  ,1.50347e-004  ,1.56661e-003
171  ,1.56803e-003  ,-1.27684e-004  ,1.72285e-004  ,1.58263e-003
172  ,1.56304e-003  ,-1.28879e-004  ,2.32088e-004  ,1.58543e-003
173  ,1.55789e-003  ,-1.27131e-004  ,3.19338e-004  ,1.59535e-003
174  ,1.55633e-003  ,-1.26134e-004  ,4.52953e-004  ,1.62581e-003
175  ,1.56759e-003  ,-1.27405e-004  ,6.40747e-004  ,1.69827e-003
176  ,1.63703e-003  ,-1.29129e-004  ,9.95232e-004  ,1.92016e-003
177  ,1.76494e-003  ,-1.29805e-004  ,1.07436e-003  ,2.07029e-003
178  ,1.84351e-003  ,-1.29895e-004  ,9.49832e-004  ,2.07788e-003
179  ,1.91641e-003  ,-1.30214e-004  ,7.54168e-004  ,2.06358e-003
180  ,1.98155e-003  ,-1.31981e-004  ,5.28190e-004  ,2.05498e-003
181  ,2.03929e-003  ,-1.30537e-004  ,3.05508e-004  ,2.06618e-003
182  ,2.39252e-003  ,-1.23744e-004  ,3.28630e-004  ,2.41815e-003
183  ,2.82300e-003  ,-1.17687e-004  ,3.34319e-004  ,2.84516e-003
184  ,3.34115e-003  ,-1.11034e-004  ,3.07770e-004  ,3.35714e-003
185  ,3.88430e-003  ,-1.02581e-004  ,2.38390e-004  ,3.89296e-003
186  ,4.42781e-003  ,-9.19196e-005  ,2.36582e-005  ,4.42883e-003
187  ,4.03631e-003  ,-9.13404e-005  ,-1.56157e-004  ,4.04036e-003
188  ,3.64667e-003  ,-9.77485e-005  ,-1.73596e-004  ,3.65211e-003
189  ,3.34639e-003  ,-1.13676e-004  ,-1.34305e-004  ,3.35102e-003
190  ,3.16148e-003  ,-1.20228e-004  ,-8.39898e-005  ,3.16488e-003
191  ,3.06184e-003  ,-1.22323e-004  ,-4.20474e-005  ,3.06457e-003
192  ,3.03283e-003  ,-1.17623e-004  ,-3.15373e-005  ,3.03527e-003
193  ,3.00931e-003  ,-1.17723e-004  ,-5.02371e-005  ,3.01203e-003
194  ,2.97866e-003  ,-1.17815e-004  ,-7.22099e-005  ,2.98187e-003
195  ,2.94021e-003  ,-1.17704e-004  ,-8.83470e-005  ,2.94389e-003
196  ,2.85797e-003  ,-1.16632e-004  ,-8.59368e-005  ,2.86164e-003
197  ,2.77738e-003  ,-1.14649e-004  ,-3.82864e-005  ,2.78001e-003
198  ,2.74071e-003  ,-1.13467e-004  ,-2.69338e-006  ,2.74306e-003
199  ,2.71166e-003  ,-1.12505e-004  ,3.12193e-005  ,2.71417e-003
200  ,2.68868e-003  ,-1.11719e-004  ,6.08223e-005  ,2.69169e-003
201  ,2.08555e-003  ,8.77660e-005  ,-2.96141e-005  ,2.08761e-003
202  ,2.07499e-003  ,8.93205e-005  ,-2.75999e-005  ,2.07709e-003
203  ,2.07538e-003  ,8.73455e-005  ,-2.69497e-005  ,2.07739e-003
204  ,2.07565e-003  ,8.54074e-005  ,-2.68131e-005  ,2.07758e-003
205  ,2.07585e-003  ,8.30520e-005  ,-2.67567e-005  ,2.07769e-003
206  ,2.07618e-003  ,7.79506e-005  ,-2.66228e-005  ,2.07781e-003
