20:00, Friday, January 18, 2019
Study name:Static 1 triangle tension
Units: mm
Selected reference : Front Plane
Node  ,UX  ,UY  ,UZ  ,URES
74  ,1.80639e-006  ,-5.49639e-007  ,3.07642e-005  ,3.08221e-005
75  ,1.25892e-005  ,-4.97389e-007  ,4.28940e-005  ,4.47060e-005
76  ,4.84371e-005  ,-9.13481e-008  ,4.42307e-005  ,6.55935e-005
77  ,1.02078e-004  ,4.89500e-007  ,3.77683e-005  ,1.08842e-004
78  ,1.66274e-004  ,1.28368e-006  ,2.77624e-005  ,1.68581e-004
79  ,2.24665e-004  ,2.04738e-006  ,1.95219e-005  ,2.25521e-004
80  ,2.80610e-004  ,2.81546e-006  ,1.46103e-005  ,2.81004e-004
81  ,3.29315e-004  ,3.49723e-006  ,1.58365e-005  ,3.29714e-004
82  ,3.70865e-004  ,4.24771e-006  ,2.87391e-005  ,3.72001e-004
83  ,3.83116e-004  ,4.55688e-006  ,4.11124e-005  ,3.85343e-004
84  ,3.87852e-004  ,4.78900e-006  ,5.44445e-005  ,3.91684e-004
85  ,3.87921e-004  ,5.05890e-006  ,6.67114e-005  ,3.93648e-004
86  ,3.90534e-004  ,4.58017e-006  ,7.55679e-005  ,3.97804e-004
87  ,3.91035e-004  ,8.33165e-006  ,7.58233e-005  ,3.98406e-004
88  ,3.87981e-004  ,7.71637e-006  ,6.67442e-005  ,3.93756e-004
89  ,3.87933e-004  ,7.72144e-006  ,5.45529e-005  ,3.91826e-004
90  ,3.83198e-004  ,7.43341e-006  ,4.12623e-005  ,3.85485e-004
91  ,3.70986e-004  ,7.02395e-006  ,2.89321e-005  ,3.72178e-004
92  ,3.29475e-004  ,6.10581e-006  ,1.59907e-005  ,3.29920e-004
93  ,2.80812e-004  ,5.27569e-006  ,1.47890e-005  ,2.81251e-004
94  ,2.24860e-004  ,4.32540e-006  ,1.97084e-005  ,2.25763e-004
95  ,1.66460e-004  ,3.37618e-006  ,2.79200e-005  ,1.68819e-004
96  ,1.02250e-004  ,2.39227e-006  ,3.78797e-005  ,1.09067e-004
97  ,4.85908e-005  ,1.62701e-006  ,4.42857e-005  ,6.57643e-005
98  ,1.27859e-005  ,1.04886e-006  ,4.29070e-005  ,4.47838e-005
99  ,2.01070e-006  ,9.37576e-007  ,3.06431e-005  ,3.07233e-005
100  ,4.01020e-006  ,1.02397e-006  ,1.88192e-005  ,1.92689e-005
101  ,3.97479e-006  ,8.07229e-007  ,1.33763e-005  ,1.39777e-005
102  ,4.21932e-006  ,5.27769e-007  ,1.02202e-005  ,1.10695e-005
103  ,5.58988e-006  ,2.39903e-007  ,8.24019e-006  ,9.96017e-006
104  ,2.33613e-005  ,-4.45181e-006  ,2.76553e-006  ,2.39420e-005
105  ,2.30547e-005  ,-1.75142e-008  ,3.29499e-006  ,2.32889e-005
106  ,2.37227e-005  ,4.52816e-006  ,2.91264e-006  ,2.43260e-005
107  ,3.66567e-005  ,3.81480e-006  ,-1.16323e-006  ,3.68730e-005
108  ,4.87290e-005  ,3.28462e-006  ,-2.29826e-006  ,4.88936e-005
109  ,6.34086e-005  ,3.27331e-006  ,-1.11332e-006  ,6.35028e-005
110  ,8.20427e-005  ,3.33429e-006  ,1.83049e-006  ,8.21308e-005
111  ,1.19705e-004  ,3.46005e-006  ,1.05349e-005  ,1.20217e-004
112  ,1.95677e-004  ,3.77863e-006  ,3.75276e-005  ,1.99279e-004
113  ,2.78114e-004  ,4.27926e-006  ,7.80206e-005  ,2.88882e-004
114  ,3.61485e-004  ,4.65658e-006  ,1.26851e-004  ,3.83124e-004
115  ,4.45933e-004  ,5.53820e-006  ,1.80282e-004  ,4.81029e-004
116  ,5.20057e-004  ,6.24734e-006  ,2.26716e-004  ,5.67361e-004
117  ,5.94720e-004  ,6.91068e-006  ,2.70883e-004  ,6.53542e-004
118  ,6.69940e-004  ,7.51148e-006  ,3.10650e-004  ,7.38497e-004
119  ,7.58189e-004  ,8.11980e-006  ,3.48060e-004  ,8.34303e-004
120  ,8.02693e-004  ,8.35666e-006  ,3.62112e-004  ,8.80631e-004
121  ,8.38431e-004  ,8.46061e-006  ,3.70584e-004  ,9.16717e-004
122  ,8.67075e-004  ,8.73688e-006  ,3.76309e-004  ,9.45253e-004
123  ,8.94204e-004  ,8.19964e-006  ,3.81220e-004  ,9.72110e-004
124  ,8.94519e-004  ,1.24530e-006  ,3.81770e-004  ,9.72581e-004
125  ,8.66905e-004  ,7.91555e-007  ,3.76232e-004  ,9.45027e-004
126  ,8.38381e-004  ,9.75246e-007  ,3.70551e-004  ,9.16620e-004
127  ,8.02605e-004  ,8.21682e-007  ,3.62067e-004  ,8.80493e-004
128  ,7.58056e-004  ,6.25051e-007  ,3.48013e-004  ,8.34123e-004
129  ,6.69753e-004  ,1.03111e-007  ,3.10582e-004  ,7.38261e-004
130  ,5.94526e-004  ,-4.32691e-007  ,2.70804e-004  ,6.53296e-004
131  ,5.19874e-004  ,-1.02953e-006  ,2.26621e-004  ,5.67122e-004
132  ,4.45744e-004  ,-1.67328e-006  ,1.80175e-004  ,4.80785e-004
133  ,3.61358e-004  ,-2.45707e-006  ,1.26908e-004  ,3.83003e-004
134  ,2.77988e-004  ,-2.75588e-006  ,7.80388e-005  ,2.88747e-004
135  ,1.95577e-004  ,-3.16818e-006  ,3.74944e-005  ,1.99164e-004
136  ,1.19653e-004  ,-3.43444e-006  ,1.04525e-005  ,1.20158e-004
137  ,8.20342e-005  ,-3.48367e-006  ,1.73538e-006  ,8.21264e-005
138  ,6.34121e-005  ,-3.43491e-006  ,-1.22559e-006  ,6.35168e-005
139  ,4.87309e-005  ,-3.41246e-006  ,-2.41647e-006  ,4.89100e-005
140  ,3.67345e-005  ,-4.01104e-006  ,-1.29706e-006  ,3.69756e-005
141  ,2.37628e-005  ,4.68556e-006  ,3.76351e-006  ,2.45110e-005
142  ,2.36768e-005  ,-3.37573e-007  ,3.76080e-006  ,2.39760e-005
143  ,2.40679e-005  ,-5.27331e-006  ,3.86429e-006  ,2.49400e-005
144  ,3.87513e-005  ,-4.70522e-006  ,8.36786e-006  ,3.99227e-005
145  ,5.22657e-005  ,-4.08769e-006  ,1.11218e-005  ,5.35921e-005
146  ,6.87358e-005  ,-4.06929e-006  ,1.32280e-005  ,7.01153e-005
147  ,8.94979e-005  ,-4.07577e-006  ,1.61889e-005  ,9.10415e-005
148  ,1.31078e-004  ,-3.94603e-006  ,2.48647e-005  ,1.33474e-004
149  ,2.13607e-004  ,-3.52551e-006  ,5.19118e-005  ,2.19853e-004
150  ,3.01254e-004  ,-2.89476e-006  ,9.24703e-005  ,3.15140e-004
151  ,3.87994e-004  ,-2.48254e-006  ,1.41320e-004  ,4.12937e-004
