20:01, Friday, January 18, 2019
Study name:Static 1 triangle tension
Units: 
Selected reference : Front Plane
Element  ,EPSX  ,EPSY  ,EPSZ  ,GMXY  ,GMXZ  ,GMYZ
73  ,2.52574e-006  ,-1.01711e-006  ,-5.13586e-007  ,-1.17658e-009  ,-1.53150e-006  ,-3.01728e-009
74  ,1.72491e-006  ,-8.01417e-007  ,-1.51836e-007  ,-5.79685e-008  ,-1.36740e-006  ,-2.40719e-008
75  ,1.10791e-006  ,-6.01617e-007  ,1.24977e-007  ,-1.51715e-008  ,3.39124e-006  ,-7.46139e-008
76  ,7.74954e-007  ,-2.51779e-007  ,-2.40252e-007  ,-6.37751e-009  ,1.78526e-006  ,-1.37377e-007
77  ,1.61573e-006  ,-1.10943e-006  ,6.22778e-007  ,1.05948e-007  ,4.87621e-006  ,6.53282e-008
78  ,1.04506e-006  ,-5.20371e-007  ,-6.16465e-009  ,2.31405e-008  ,3.09996e-006  ,6.49231e-008
79  ,1.35824e-006  ,-9.52614e-007  ,5.92247e-007  ,4.29363e-008  ,4.58315e-006  ,1.42754e-007
80  ,7.13458e-007  ,-1.48390e-007  ,-3.92458e-007  ,5.86741e-008  ,1.37653e-006  ,7.58202e-008
81  ,2.58550e-007  ,-4.78220e-007  ,7.40152e-007  ,4.75261e-008  ,2.08189e-007  ,3.77914e-008
82  ,8.11209e-007  ,2.20869e-007  ,-1.29697e-006  ,6.11240e-008  ,1.10485e-006  ,7.67701e-008
83  ,1.52245e-007  ,-3.76780e-007  ,6.24297e-007  ,3.49008e-008  ,-5.78968e-007  ,5.09511e-009
84  ,6.17326e-008  ,-4.18691e-007  ,7.91435e-007  ,3.39629e-008  ,1.93353e-007  ,5.46096e-008
85  ,3.49569e-008  ,-2.82514e-007  ,5.52377e-007  ,2.50146e-008  ,-6.30311e-007  ,5.59903e-008
86  ,3.63973e-007  ,-5.00361e-007  ,6.59609e-007  ,-5.73413e-009  ,1.40061e-007  ,-1.35502e-008
87  ,7.56771e-008  ,-2.54544e-007  ,4.41864e-007  ,1.02817e-008  ,-6.56470e-007  ,6.75957e-009
88  ,8.64163e-008  ,-3.19641e-007  ,5.49309e-007  ,7.42185e-009  ,-6.18872e-007  ,-2.59589e-009
89  ,6.66621e-007  ,-3.25674e-007  ,1.36312e-007  ,2.23362e-008  ,-1.14283e-007  ,-2.95608e-010
90  ,8.50515e-008  ,-2.85430e-007  ,4.93721e-007  ,2.19921e-008  ,-8.20984e-007  ,1.59210e-008
