19:56, Thursday, January 17, 2019
Study name:Static 2 Filled Compression
Units: 
Selected reference : Front Plane
Element  ,EPSX  ,EPSY  ,EPSZ  ,GMXY  ,GMXZ  ,GMYZ
100  ,-2.93523e-007  ,9.96285e-008  ,9.12640e-008  ,-7.12631e-012  ,7.66544e-010  ,1.98305e-011
101  ,-2.93579e-007  ,9.92590e-008  ,9.20327e-008  ,5.23091e-012  ,1.60875e-009  ,-1.62371e-011
102  ,-2.92634e-007  ,9.84334e-008  ,9.27747e-008  ,-4.70716e-011  ,-2.79120e-009  ,-3.64554e-011
103  ,-2.93676e-007  ,9.65413e-008  ,9.76826e-008  ,2.80096e-011  ,-3.17929e-009  ,-4.01147e-011
104  ,-2.93687e-007  ,9.88621e-008  ,9.29556e-008  ,-8.89471e-012  ,2.17375e-009  ,1.98089e-012
105  ,-2.94420e-007  ,9.86261e-008  ,9.41922e-008  ,-1.16090e-011  ,1.19594e-009  ,3.99321e-011
106  ,-2.93457e-007  ,9.81033e-008  ,9.42914e-008  ,2.11454e-011  ,-4.15029e-009  ,1.92908e-012
107  ,-2.93871e-007  ,9.85391e-008  ,9.38075e-008  ,-8.79819e-012  ,-2.84771e-009  ,3.42499e-011
108  ,-2.94540e-007  ,9.80587e-008  ,9.54590e-008  ,-2.01837e-011  ,-1.51667e-009  ,-7.27355e-013
109  ,-2.91618e-007  ,9.39687e-008  ,1.00819e-007  ,5.35203e-013  ,1.20586e-009  ,-4.56369e-012
110  ,-2.91795e-007  ,9.39345e-008  ,1.01106e-007  ,6.63693e-011  ,9.21812e-010  ,4.38431e-011
111  ,-2.91805e-007  ,9.40223e-008  ,1.00931e-007  ,9.99843e-011  ,7.73000e-010  ,-2.14062e-011
112  ,-2.91797e-007  ,9.39981e-008  ,1.00873e-007  ,-9.85053e-012  ,1.06255e-009  ,7.25704e-012
113  ,-2.91817e-007  ,9.40035e-008  ,1.00951e-007  ,3.09470e-012  ,1.04948e-009  ,-1.41293e-011
114  ,-2.91734e-007  ,9.39659e-008  ,1.01061e-007  ,1.90106e-011  ,9.53042e-010  ,1.04803e-010
115  ,-2.89775e-007  ,9.53722e-008  ,9.61236e-008  ,1.07733e-011  ,1.51161e-009  ,3.86028e-012
116  ,-2.91715e-007  ,9.39938e-008  ,1.00882e-007  ,5.05803e-012  ,1.15605e-009  ,7.21456e-011
117  ,-2.92556e-007  ,9.73634e-008  ,9.48852e-008  ,1.09171e-011  ,5.95788e-009  ,5.81621e-011
118  ,-2.60834e-007  ,1.14463e-007  ,2.84428e-008  ,-1.10766e-010  ,-7.14031e-008  ,-8.49247e-012
119  ,-2.91631e-007  ,9.38949e-008  ,1.01020e-007  ,1.42569e-011  ,1.07050e-009  ,-5.29473e-012
120  ,-2.50208e-007  ,1.19006e-007  ,4.96081e-009  ,-1.55934e-009  ,5.57970e-009  ,-8.19827e-010
121  ,-2.43641e-007  ,1.23249e-007  ,3.08897e-009  ,-5.98788e-009  ,-1.06987e-009  ,-6.09640e-009
122  ,-2.86215e-007  ,1.04724e-007  ,7.35777e-008  ,5.22650e-011  ,-3.17962e-008  ,2.22471e-011
123  ,-2.43934e-007  ,1.21948e-007  ,4.69807e-009  ,2.27205e-009  ,7.22105e-009  ,-2.98882e-009
124  ,-2.06769e-007  ,4.01702e-008  ,7.40382e-011  ,1.90050e-008  ,1.93036e-009  ,-6.35089e-010
125  ,-2.44807e-007  ,1.28860e-007  ,2.42750e-009  ,-1.17716e-008  ,2.17464e-010  ,-3.07930e-009
126  ,-2.28967e-007  ,1.04824e-007  ,9.82054e-010  ,1.35566e-009  ,-2.66586e-010  ,-3.02974e-009
127  ,-2.49054e-007  ,1.20561e-007  ,3.58588e-009  ,-5.14796e-009  ,-2.04272e-010  ,9.97655e-010
128  ,-2.29965e-007  ,1.03205e-007  ,2.62358e-009  ,1.08189e-008  ,1.90844e-009  ,1.42916e-009
129  ,-2.89757e-007  ,1.01113e-007  ,8.44833e-008  ,-5.50779e-012  ,-1.77095e-008  ,4.77208e-011
130  ,-2.65395e-007  ,1.11871e-007  ,3.82859e-008  ,1.90476e-011  ,-2.80827e-008  ,-1.74610e-011
131  ,-2.77142e-007  ,1.08118e-007  ,5.75976e-008  ,7.68405e-011  ,-2.24527e-008  ,-6.74079e-011
132  ,-2.93428e-007  ,9.87238e-008  ,9.29691e-008  ,3.04329e-011  ,-2.63515e-009  ,3.79555e-011
133  ,-2.90308e-007  ,1.01094e-007  ,8.50984e-008  ,-9.64237e-012  ,-1.17061e-008  ,1.89237e-011
134  ,-2.49126e-007  ,1.19825e-007  ,8.45989e-009  ,-2.57756e-009  ,-7.13387e-008  ,1.60205e-012
135  ,-2.72125e-007  ,1.09864e-007  ,4.90504e-008  ,-8.67254e-012  ,3.12454e-008  ,-1.36971e-011
136  ,-2.91989e-007  ,9.58325e-008  ,9.74468e-008  ,1.08728e-011  ,-7.29038e-009  ,2.84634e-011
137  ,-2.92935e-007  ,9.57510e-008  ,9.85184e-008  ,1.30063e-011  ,1.90474e-009  ,-4.09597e-011
138  ,-2.92878e-007  ,9.56882e-008  ,9.86005e-008  ,-1.21083e-011  ,1.05135e-009  ,1.95901e-011
139  ,-2.92974e-007  ,9.57813e-008  ,9.84961e-008  ,-3.21002e-011  ,1.29820e-009  ,1.13244e-011
140  ,-2.92108e-007  ,9.51187e-008  ,9.89785e-008  ,2.15006e-011  ,-3.05775e-009  ,1.50163e-011
141  ,-2.91804e-007  ,9.50577e-008  ,9.88032e-008  ,-4.67062e-012  ,-4.37232e-009  ,3.30900e-011
142  ,-2.74437e-007  ,9.07752e-008  ,9.01365e-008  ,4.25202e-012  ,2.51196e-009  ,-1.64019e-011
143  ,-2.74453e-007  ,9.06399e-008  ,9.04478e-008  ,1.26891e-010  ,-2.87076e-009  ,-3.31450e-011
144  ,-2.69553e-007  ,1.10401e-007  ,4.54449e-008  ,-5.39367e-011  ,-9.84699e-009  ,4.18879e-011
145  ,-2.76481e-007  ,1.08255e-007  ,5.66919e-008  ,9.45572e-011  ,1.74137e-009  ,-2.50104e-011
146  ,-2.81841e-007  ,1.10898e-007  ,5.67297e-008  ,-1.40187e-012  ,8.59641e-008  ,-6.36890e-011
147  ,-2.73750e-007  ,9.04528e-008  ,9.00876e-008  ,-8.90158e-012  ,-1.26317e-009  ,1.59690e-012
148  ,-2.75251e-007  ,9.08426e-008  ,9.08335e-008  ,4.01572e-011  ,1.87979e-009  ,1.80684e-012
149  ,-2.82911e-007  ,9.35129e-008  ,9.30814e-008  ,-5.06407e-012  ,7.03378e-009  ,-1.11275e-011
150  ,-2.80016e-007  ,9.23829e-008  ,9.24413e-008  ,1.44538e-011  ,-4.95616e-009  ,1.56314e-012
151  ,-2.81283e-007  ,9.28257e-008  ,9.28621e-008  ,-3.64700e-011  ,-5.62967e-009  ,-3.72805e-011
152  ,-2.82055e-007  ,9.30459e-008  ,9.31594e-008  ,-1.12230e-011  ,-6.33738e-009  ,-4.40442e-012
153  ,-2.80236e-007  ,9.24544e-008  ,9.25090e-008  ,-3.62638e-011  ,-4.88063e-009  ,-2.86967e-011
154  ,-2.84462e-007  ,9.48645e-008  ,9.18530e-008  ,7.38213e-012  ,1.50694e-009  ,-6.20339e-011
155  ,-2.84827e-007  ,9.49625e-008  ,9.20484e-008  ,7.01965e-013  ,1.63732e-010  ,-2.43095e-011
156  ,-2.84899e-007  ,9.50420e-008  ,9.18728e-008  ,-9.46564e-011  ,1.35575e-009  ,-2.57651e-011
157  ,-2.84903e-007  ,9.39732e-008  ,9.41457e-008  ,-8.03507e-012  ,-4.65563e-009  ,-4.33437e-011
158  ,-2.56276e-007  ,1.16017e-007  ,2.07430e-008  ,1.45904e-010  ,-7.38299e-008  ,-4.90419e-010
159  ,-2.84376e-007  ,9.38039e-008  ,9.39283e-008  ,-5.38016e-011  ,-4.55913e-009  ,4.72985e-011
160  ,-2.85329e-007  ,9.40584e-008  ,9.42863e-008  ,7.84285e-012  ,-5.62779e-009  ,-6.18851e-011
161  ,-2.87685e-007  ,9.47660e-008  ,9.52511e-008  ,7.48083e-011  ,-5.09108e-009  ,6.97940e-012
