19:54, Thursday, January 17, 2019
Study name:Static 2 Filled Compression
Units: N/m^2
Selected reference : Front Plane
Node  ,SX  ,SY  ,SZ  ,TXY  ,TXZ  ,TYZ
8354  ,-2.03792e+004  ,-3.85700e-001  ,-7.41973e+002  ,-1.03701e-001  ,-9.33802e+001  ,-5.15782e-003
8355  ,-2.03819e+004  ,-9.17687e-001  ,-7.60323e+002  ,1.19027e+000  ,-9.10184e+001  ,1.15463e-001
8356  ,-2.03824e+004  ,-2.30654e+000  ,-6.84852e+002  ,1.01065e-001  ,-7.03533e+001  ,-5.70343e-001
8357  ,-2.03859e+004  ,9.31556e-001  ,-7.78053e+002  ,9.64723e-001  ,-8.92817e+001  ,-4.12957e-001
8358  ,-2.03926e+004  ,-3.88791e-001  ,-8.02622e+002  ,-9.34175e-001  ,-8.51650e+001  ,-1.17882e+000
8359  ,-2.03909e+004  ,2.06281e+000  ,-7.21332e+002  ,8.83423e-001  ,-6.97088e+001  ,1.05560e+000
8360  ,-2.03974e+004  ,-2.09343e+000  ,-8.19375e+002  ,-1.49739e+000  ,-8.05189e+001  ,5.29614e-001
8361  ,-2.03972e+004  ,-1.55129e+000  ,-8.33484e+002  ,1.75822e+000  ,-7.51825e+001  ,1.73038e-001
8362  ,-2.04011e+004  ,4.19680e-001  ,-7.57667e+002  ,9.47213e-001  ,-6.33551e+001  ,2.17399e+000
8363  ,-2.03968e+004  ,1.69128e+000  ,-8.47150e+002  ,1.27140e+000  ,-7.02709e+001  ,-2.82548e-001
8364  ,-2.04002e+004  ,-5.49273e-001  ,-8.64273e+002  ,-5.94250e-001  ,-6.37563e+001  ,7.14060e-001
8365  ,-2.04073e+004  ,8.27611e-001  ,-7.86223e+002  ,-6.98000e-001  ,-5.45949e+001  ,6.97006e-001
8366  ,-2.04022e+004  ,-6.72405e-002  ,-8.74047e+002  ,-3.90670e-001  ,-5.73401e+001  ,5.16838e-002
8367  ,-2.04051e+004  ,-7.78120e-001  ,-8.85885e+002  ,-2.13871e+000  ,-4.93793e+001  ,2.68043e-001
8368  ,-2.04090e+004  ,-3.82804e-001  ,-8.10041e+002  ,-5.89262e-002  ,-4.45747e+001  ,-1.18370e-001
8369  ,-2.04029e+004  ,2.12685e+000  ,-8.88853e+002  ,-6.64040e-001  ,-4.25864e+001  ,9.08546e-002
8370  ,-2.04060e+004  ,-1.39055e+000  ,-8.99522e+002  ,-3.00053e-001  ,-3.30594e+001  ,7.01760e-001
8371  ,-2.04096e+004  ,3.55628e-001  ,-8.22349e+002  ,1.07782e+000  ,-3.21914e+001  ,7.22128e-001
8372  ,-2.04046e+004  ,7.99761e-001  ,-9.04721e+002  ,-1.45151e+000  ,-2.50825e+001  ,-5.19879e-001
8373  ,-2.04001e+004  ,-9.74875e-001  ,-9.05412e+002  ,4.05130e+000  ,-1.80341e+001  ,6.57811e-001
8374  ,-2.04125e+004  ,-8.48323e-001  ,-8.37853e+002  ,6.11391e-001  ,-1.80115e+001  ,6.87021e-001
8375  ,-2.03996e+004  ,1.35747e+000  ,-9.04914e+002  ,2.95097e+000  ,-1.14128e+001  ,-6.18293e-001
8376  ,-2.04049e+004  ,-2.05350e+000  ,-9.07410e+002  ,-1.57505e+000  ,-2.21710e+000  ,-1.46689e+000
8377  ,-2.04103e+004  ,1.08142e+000  ,-8.42219e+002  ,-4.90106e-001  ,-8.39155e+000  ,8.89208e-001
8378  ,-2.04028e+004  ,1.25732e+000  ,-9.04535e+002  ,9.64576e-002  ,5.83921e+000  ,6.73741e-001
8379  ,-2.04017e+004  ,1.21029e+000  ,-9.03975e+002  ,2.14750e-001  ,1.41594e+001  ,6.99462e-001
8380  ,-2.04079e+004  ,1.12995e+000  ,-8.35827e+002  ,-1.13832e-001  ,4.60708e+000  ,2.00378e+000
8381  ,-2.04047e+004  ,5.93803e-001  ,-9.01545e+002  ,-1.19585e-001  ,2.22468e+001  ,-7.08270e-002
8382  ,-2.04073e+004  ,-3.27771e+000  ,-8.97803e+002  ,-8.50317e-001  ,3.10147e+001  ,-7.92669e-001
8383  ,-2.04115e+004  ,-4.66024e-001  ,-8.35641e+002  ,-1.26790e+000  ,1.83407e+001  ,-5.61971e-001
8384  ,-2.04020e+004  ,1.07065e-001  ,-8.86394e+002  ,-4.72106e-001  ,3.84005e+001  ,-1.97629e+000
8385  ,-2.04049e+004  ,-5.47139e+000  ,-8.86227e+002  ,-1.90098e+000  ,4.72408e+001  ,-7.35657e-002
8386  ,-2.04007e+004  ,6.22131e+000  ,-8.15842e+002  ,-9.29749e-001  ,3.21881e+001  ,-1.04516e-001
8387  ,-2.04064e+004  ,-3.34055e+000  ,-8.80792e+002  ,-8.39647e-001  ,5.35031e+001  ,-2.21404e-002
8388  ,-2.04055e+004  ,-2.64342e+000  ,-8.70652e+002  ,-3.64465e-001  ,6.08365e+001  ,-5.09783e-001
8389  ,-2.04034e+004  ,1.10632e+000  ,-8.12545e+002  ,-8.61136e-001  ,4.14958e+001  ,3.85086e+000
8390  ,-2.04000e+004  ,2.75910e-002  ,-8.51718e+002  ,5.37917e-001  ,6.71834e+001  ,-2.10535e+000
8391  ,-2.03974e+004  ,1.89097e+000  ,-8.31650e+002  ,-1.26445e+000  ,7.52287e+001  ,-3.00072e+000
8392  ,-2.04003e+004  ,1.54210e+000  ,-7.85183e+002  ,-1.44774e+000  ,5.41297e+001  ,-4.72934e-001
8393  ,-2.03922e+004  ,-7.66231e+000  ,-7.02318e+002  ,-1.89048e+000  ,6.01650e+001  ,-8.25499e-001
8394  ,-2.03991e+004  ,-3.80581e+000  ,-8.16882e+002  ,-4.67292e-001  ,8.05741e+001  ,1.25718e+000
8395  ,-2.03960e+004  ,1.67209e+000  ,-7.98105e+002  ,8.45477e-001  ,8.78005e+001  ,-1.03889e-002
8396  ,-2.03954e+004  ,-1.41447e+000  ,-7.48784e+002  ,-1.91481e+000  ,6.25071e+001  ,2.56248e+000
8397  ,-2.03894e+004  ,-7.15985e+000  ,-6.84234e+002  ,-1.39761e+000  ,6.18618e+001  ,1.38987e+000
8398  ,-2.03919e+004  ,1.32535e-001  ,-7.81329e+002  ,-7.03959e-001  ,9.11095e+001  ,3.30132e-002
8399  ,-2.03833e+004  ,-8.26772e-001  ,-7.59377e+002  ,2.99032e+000  ,9.32498e+001  ,-1.90256e-001
8400  ,-2.03951e+004  ,-5.74592e+000  ,-7.23605e+002  ,-7.90378e-001  ,7.20534e+001  ,4.29371e-001
8401  ,-2.03776e+004  ,6.09090e-002  ,-7.39948e+002  ,1.18365e+000  ,9.42584e+001  ,-8.55620e-002
8402  ,-2.03681e+004  ,3.29644e+000  ,-7.13813e+002  ,1.45182e+000  ,9.48413e+001  ,-1.26337e+000
8403  ,-2.03851e+004  ,-3.63960e+000  ,-6.86314e+002  ,-2.94451e+000  ,7.16741e+001  ,1.85288e+000
8404  ,-2.03610e+004  ,5.87577e-001  ,-6.89091e+002  ,1.72786e+000  ,9.36879e+001  ,-8.69783e-001
8405  ,-2.03564e+004  ,5.70985e-001  ,-6.65251e+002  ,-1.54458e-001  ,9.47958e+001  ,-9.61963e-001
8406  ,-2.03683e+004  ,-2.84692e+000  ,-6.36749e+002  ,-2.74074e+000  ,6.97870e+001  ,9.70627e-001
8407  ,-2.03466e+004  ,3.61878e-001  ,-6.42690e+002  ,5.08759e-001  ,9.24186e+001  ,6.63607e-001
8408  ,-2.03361e+004  ,2.10168e+000  ,-6.16362e+002  ,1.65977e+000  ,9.10212e+001  ,-2.72720e+000
8409  ,-2.03489e+004  ,-4.57763e+000  ,-5.93757e+002  ,-1.54419e+000  ,6.64030e+001  ,2.97713e+000
8410  ,-2.03229e+004  ,1.67679e+000  ,-5.90290e+002  ,6.78750e-001  ,8.83547e+001  ,-1.39111e-001
8411  ,-2.03087e+004  ,6.05910e+000  ,-5.60652e+002  ,-8.11427e-001  ,8.44276e+001  ,-1.88038e+000
8412  ,-2.03259e+004  ,-9.17377e+000  ,-5.46796e+002  ,-1.73585e+000  ,6.12678e+001  ,1.97553e+000
8413  ,-2.02898e+004  ,2.09632e-002  ,-5.31406e+002  ,-2.19821e+000  ,7.95415e+001  ,6.06791e-002
8414  ,-2.02608e+004  ,6.41512e+000  ,-4.87795e+002  ,2.82031e+000  ,7.45150e+001  ,-1.90447e+000
8415  ,-2.02887e+004  ,-1.34357e+001  ,-4.88949e+002  ,-2.76108e+000  ,5.27859e+001  ,2.07398e+000
8416  ,-2.02427e+004  ,2.14289e+000  ,-4.61215e+002  ,1.56541e+000  ,6.61819e+001  ,5.45650e-001
8417  ,-2.02217e+004  ,4.10906e+000  ,-4.31835e+002  ,1.75280e+000  ,5.68050e+001  ,-1.54765e+000
8418  ,-2.02416e+004  ,-6.75927e+000  ,-4.26086e+002  ,-3.22465e+000  ,3.82277e+001  ,1.49375e+000
8419  ,-2.01976e+004  ,4.04672e-001  ,-4.05219e+002  ,1.06884e-001  ,4.85603e+001  ,-1.17204e+000
8420  ,-2.01703e+004  ,5.54353e+000  ,-3.74475e+002  ,3.76177e-002  ,3.94856e+001  ,-3.01018e+000
8421  ,-2.01905e+004  ,-5.31530e+000  ,-3.69012e+002  ,-2.37437e+000  ,1.99302e+001  ,8.32462e-001
8422  ,-2.00890e+004  ,-3.57564e+000  ,-2.91076e+002  ,1.32466e+000  ,-2.26598e+000  ,-3.83637e+000
8423  ,-2.01455e+004  ,-1.93061e+000  ,-3.55896e+002  ,-1.66642e+000  ,3.04561e+001  ,2.09260e+000
8424  ,-2.01058e+004  ,5.51561e+000  ,-3.22704e+002  ,2.86328e+000  ,1.59983e+001  ,-5.12166e+000
8425  ,-2.01347e+004  ,-1.03639e+001  ,-3.23669e+002  ,-1.53728e+000  ,6.01905e-001  ,3.38202e+000
8426  ,-2.00442e+004  ,-1.06844e+001  ,-2.58092e+002  ,-2.46192e+000  ,-1.28818e+001  ,-2.93340e-001
8427  ,-2.00603e+004  ,1.49798e+000  ,-2.86913e+002  ,2.51703e+000  ,5.51037e+000  ,1.16975e+000
8428  ,-2.00051e+004  ,3.28219e+000  ,-2.41406e+002  ,1.45046e+000  ,-7.67569e+000  ,-2.35077e+000
8429  ,-2.00513e+004  ,-3.44088e+000  ,-2.59313e+002  ,-2.30391e+000  ,-1.88198e+001  ,5.60817e-001
8430  ,-1.99552e+004  ,2.60331e+000  ,-2.07176e+002  ,1.01268e+000  ,-1.75562e+001  ,7.30619e-001
8431  ,-1.98995e+004  ,8.99683e+000  ,-1.72623e+002  ,-5.86110e-001  ,-3.09633e+001  ,1.03671e+000
8432  ,-1.99433e+004  ,-3.88992e+000  ,-1.83239e+002  ,-1.41740e+000  ,-4.16644e+001  ,9.82937e-001
8433  ,-1.98498e+004  ,8.06684e-001  ,-1.56884e+002  ,1.16195e-001  ,-4.50571e+001  ,-2.07979e+000
8434  ,-1.97924e+004  ,6.39066e+000  ,-1.30374e+002  ,-1.84536e+000  ,-5.90197e+001  ,1.11920e+000
8435  ,-1.98426e+004  ,1.21800e-001  ,-1.45820e+002  ,1.51709e+000  ,-6.64448e+001  ,1.57635e-001
8436  ,-1.97380e+004  ,4.72410e+000  ,-1.15943e+002  ,1.14418e+000  ,-6.89602e+001  ,9.13010e-001
8437  ,-1.96717e+004  ,6.53077e+000  ,-8.59944e+001  ,-7.45903e-001  ,-8.36368e+001  ,1.07955e+000
8438  ,-1.97321e+004  ,-5.33846e+000  ,-1.06229e+002  ,2.28530e+000  ,-9.31486e+001  ,-4.29838e-001
8439  ,-1.96027e+004  ,9.05110e-001  ,-6.97178e+001  ,5.71126e-001  ,-8.96355e+001  ,-1.04972e+000
8440  ,-1.95245e+004  ,7.75658e+000  ,-4.98497e+001  ,-1.91628e+000  ,-9.79843e+001  ,7.28513e-001
8441  ,-1.95984e+004  ,-5.36803e+000  ,-6.33576e+001  ,2.81447e+000  ,-1.09157e+002  ,-6.30451e-001
8442  ,-1.94571e+004  ,4.44491e+000  ,-4.95664e+001  ,1.15764e+000  ,-1.01281e+002  ,-9.97052e-002
8443  ,-1.93729e+004  ,6.83109e+000  ,-4.24957e+001  ,9.30460e-001  ,-1.08846e+002  ,1.81550e+000
8444  ,-1.94591e+004  ,-1.01467e+001  ,-4.78189e+001  ,2.05980e+000  ,-1.22177e+002  ,2.26563e+000
8445  ,-1.92975e+004  ,-1.85789e+000  ,-4.24259e+001  ,3.73525e-001  ,-1.07397e+002  ,1.32306e+000
8446  ,-1.92079e+004  ,-2.95381e+000  ,-2.95312e+001  ,-8.32746e-001  ,-1.09174e+002  ,1.17591e+000
8447  ,-1.93044e+004  ,-4.42719e+000  ,-4.06452e+001  ,7.43494e-001  ,-1.21663e+002  ,-2.33036e-001
8448  ,-1.89676e+004  ,3.81502e+000  ,-5.47164e+000  ,1.54190e+000  ,-8.63220e+001  ,-3.49810e-001
8449  ,-1.91135e+004  ,-1.87308e+000  ,-2.01160e+001  ,4.42423e-001  ,-9.85422e+001  ,6.49808e-001
8450  ,-1.90117e+004  ,-1.91789e+000  ,-1.15937e+001  ,-4.17487e-001  ,-9.25566e+001  ,4.62963e-001
8451  ,-1.91211e+004  ,-2.09446e+000  ,-1.88877e+001  ,9.94144e-001  ,-1.07724e+002  ,-1.00843e+000
8452  ,-1.88643e+004  ,3.51038e+000  ,-1.83118e+000  ,-4.40569e-001  ,-6.69587e+001  ,-7.61928e-001
8453  ,-1.89076e+004  ,8.24276e-001  ,-7.30566e+000  ,-9.39846e-001  ,-7.31831e+001  ,4.21512e-001
8454  ,-1.87992e+004  ,-2.85309e+000  ,-4.40109e+000  ,-1.17962e+000  ,-5.54122e+001  ,2.67150e-001
8455  ,-1.89181e+004  ,1.93716e-001  ,-4.48299e+000  ,1.32265e-001  ,-7.92974e+001  ,-4.21666e-001
8456  ,-1.88566e+004  ,1.65229e+000  ,-1.11943e+001  ,-2.34263e-001  ,6.22602e+001  ,-2.16473e-001
8457  ,-1.89540e+004  ,-9.31367e-001  ,-1.42003e+001  ,9.75548e-001  ,8.27488e+001  ,-1.02891e+000
8458  ,-1.90475e+004  ,-3.98593e-001  ,-1.28691e+001  ,-1.78562e+000  ,1.00743e+002  ,4.21672e-001
8459  ,-1.89715e+004  ,-3.65374e-002  ,-1.10617e+001  ,-9.75431e-002  ,8.47750e+001  ,-5.45356e-002
8460  ,-1.91352e+004  ,-1.09833e+000  ,-1.38645e+001  ,1.49632e+000  ,1.12491e+002  ,-7.08077e-001
8461  ,-1.92232e+004  ,1.99959e+000  ,-1.79367e+001  ,-1.79321e+000  ,1.21878e+002  ,2.49219e-001
8462  ,-1.91499e+004  ,-5.11693e-001  ,-1.62614e+001  ,1.04858e+000  ,1.18664e+002  ,-7.73747e-001
8463  ,-1.93124e+004  ,-3.50385e+000  ,-2.93886e+001  ,5.62434e-001  ,1.27208e+002  ,4.15022e-001
8464  ,-1.93935e+004  ,-6.69078e-001  ,-3.56862e+001  ,1.37333e-001  ,1.28607e+002  ,8.08645e-001
8465  ,-1.93175e+004  ,-6.68326e-001  ,-2.50920e+001  ,8.22011e-001  ,1.34799e+002  ,5.07697e-001
8466  ,-1.94695e+004  ,-4.71440e-001  ,-5.02056e+001  ,5.11825e-001  ,1.28590e+002  ,9.89837e-001
8467  ,-1.95441e+004  ,2.23548e+000  ,-6.23918e+001  ,4.91229e-001  ,1.26560e+002  ,-8.68024e-001
8468  ,-1.94717e+004  ,1.75896e-001  ,-4.52990e+001  ,-4.94874e-001  ,1.40355e+002  ,-3.02370e-001
8469  ,-1.96083e+004  ,7.19088e-001  ,-7.63280e+001  ,8.53018e-001  ,1.20399e+002  ,-6.33087e-001
8470  ,-1.96876e+004  ,-1.69156e+000  ,-9.52835e+001  ,2.44490e-001  ,1.10832e+002  ,-3.79151e-001
8471  ,-1.96062e+004  ,-1.27117e+000  ,-6.73502e+001  ,6.16820e-001  ,1.33594e+002  ,1.56347e+000
8472  ,-1.97579e+004  ,-2.26920e+000  ,-1.08389e+002  ,-3.82921e-001  ,1.09242e+002  ,9.65487e-002
8473  ,-1.98063e+004  ,6.62363e-001  ,-1.22837e+002  ,-8.31719e-001  ,1.05941e+002  ,-3.21452e-001
8474  ,-1.98506e+004  ,3.06941e-001  ,-1.33612e+002  ,-9.18133e-001  ,1.01576e+002  ,-1.03107e-001
8475  ,-1.97364e+004  ,-1.21491e+000  ,-9.68952e+001  ,3.57080e-001  ,1.27587e+002  ,-2.21340e-001
8476  ,-1.99041e+004  ,1.13041e+000  ,-1.44710e+002  ,-1.51052e-001  ,9.62145e+001  ,-7.55852e-001
8477  ,-1.98572e+004  ,-5.04510e-001  ,-1.22071e+002  ,-4.99534e-001  ,1.21168e+002  ,-1.61723e+000
8478  ,-1.99449e+004  ,1.89525e+000  ,-1.65727e+002  ,-8.64988e-001  ,8.26128e+001  ,-7.79076e-001
8479  ,-1.99968e+004  ,2.92551e+000  ,-1.93588e+002  ,-6.27223e-002  ,6.51341e+001  ,-1.07340e-001
8480  ,-1.99551e+004  ,1.29171e+000  ,-1.56042e+002  ,3.74384e-001  ,1.00093e+002  ,6.59285e-001
8481  ,-2.00391e+004  ,1.86032e+000  ,-2.18297e+002  ,-2.31035e-001  ,5.22270e+001  ,1.14271e-001
8482  ,-2.00823e+004  ,1.70254e+000  ,-2.52970e+002  ,-3.71133e-001  ,3.91452e+001  ,3.35198e-001
8483  ,-2.00367e+004  ,2.59908e+000  ,-2.01390e+002  ,9.61216e-001  ,7.63013e+001  ,-1.83256e+000
8484  ,-2.01620e+004  ,-5.38503e+000  ,-2.79603e+002  ,-3.24110e-001  ,4.98588e+001  ,-2.87918e+000
8485  ,-2.01612e+004  ,-8.32010e-001  ,-2.66446e+002  ,4.08400e-001  ,6.09062e+001  ,-7.77123e-001
8486  ,-2.01225e+004  ,-9.62080e-001  ,-2.83387e+002  ,6.89606e-001  ,2.73166e+001  ,1.01359e+000
8487  ,-2.01582e+004  ,7.74091e-001  ,-3.15174e+002  ,-1.12646e+000  ,1.64418e+001  ,5.96061e-001
8488  ,-2.01155e+004  ,1.52836e+000  ,-2.58592e+002  ,-1.76555e-001  ,5.23363e+001  ,7.86028e-001
8489  ,-2.01902e+004  ,-5.45753e+000  ,-3.01475e+002  ,-1.90470e+000  ,3.94004e+001  ,4.41284e-001
8490  ,-2.01901e+004  ,-2.47882e+000  ,-2.87725e+002  ,-3.27662e-001  ,5.12087e+001  ,5.01642e-001
8491  ,-2.01880e+004  ,-1.49061e+000  ,-3.38087e+002  ,-8.60962e-002  ,7.56394e+000  ,-5.46304e-001
8492  ,-2.02089e+004  ,-1.05819e+000  ,-3.57981e+002  ,2.96273e+000  ,-2.66225e+000  ,1.05223e+000
8493  ,-2.01820e+004  ,-3.22549e+000  ,-3.07199e+002  ,7.66438e-001  ,3.29921e+001  ,3.82515e-002
8494  ,-2.02318e+004  ,9.15112e-001  ,-3.79241e+002  ,3.20289e-001  ,-1.12033e+001  ,-5.78111e-001
8495  ,-2.02568e+004  ,-1.51819e+000  ,-4.08840e+002  ,-1.22457e+000  ,-1.88223e+001  ,7.81000e-001
8496  ,-2.02268e+004  ,2.76063e+000  ,-3.45252e+002  ,9.21830e-001  ,1.50250e+001  ,-1.15655e-001
8497  ,-2.02751e+004  ,-1.96036e-001  ,-4.32188e+002  ,-2.02569e-001  ,-2.60422e+001  ,-3.83750e-001
8498  ,-2.02935e+004  ,8.24771e-001  ,-4.60581e+002  ,3.68289e-001  ,-3.38620e+001  ,8.01967e-001
8499  ,-2.02685e+004  ,2.20037e-001  ,-3.94262e+002  ,1.20420e+000  ,8.97087e-001  ,1.24240e+000
8500  ,-2.03115e+004  ,6.26608e-001  ,-4.86868e+002  ,1.49261e-001  ,-3.87785e+001  ,5.59122e-001
8501  ,-2.03259e+004  ,-1.33513e+000  ,-5.14683e+002  ,5.09302e-001  ,-4.34266e+001  ,5.78174e-001
8502  ,-2.03053e+004  ,3.88983e-001  ,-4.45157e+002  ,4.17315e-001  ,-1.25525e+001  ,1.36350e-001
8503  ,-2.03525e+004  ,4.29466e-001  ,-5.34814e+002  ,8.92837e-002  ,-3.47386e+001  ,-9.70378e-001
8504  ,-2.03380e+004  ,-2.71151e-001  ,-5.36607e+002  ,-7.86766e-001  ,-4.68750e+001  ,5.23630e-001
8505  ,-2.03491e+004  ,-1.58390e-001  ,-5.57961e+002  ,-5.39504e-001  ,-4.91548e+001  ,-6.94272e-001
8506  ,-2.03357e+004  ,2.35056e+000  ,-4.90146e+002  ,-4.71530e-001  ,-2.28351e+001  ,1.75101e+000
8507  ,-2.03663e+004  ,-1.10821e+000  ,-5.59253e+002  ,-9.85305e-002  ,-3.65653e+001  ,1.39751e+000
8508  ,-2.03612e+004  ,1.30562e+000  ,-5.80578e+002  ,-3.52779e-001  ,-5.04928e+001  ,1.61574e+000
8509  ,-2.03723e+004  ,-8.90262e-001  ,-6.08044e+002  ,-1.30162e+000  ,-5.14924e+001  ,1.18304e+000
8510  ,-2.03584e+004  ,-3.55309e-001  ,-5.31840e+002  ,-2.12969e-001  ,-2.86930e+001  ,-5.97457e-002
8511  ,-2.03825e+004  ,-1.65186e+000  ,-6.29896e+002  ,7.26160e-001  ,-5.23242e+001  ,3.75873e-001
8512  ,-2.03897e+004  ,-2.24700e+000  ,-6.49044e+002  ,-1.25808e+000  ,-5.29263e+001  ,-1.35854e-001
8513  ,-2.03812e+004  ,-1.63736e+000  ,-5.78826e+002  ,9.25059e-001  ,-3.16167e+001  ,3.00657e-001
8514  ,-2.03944e+004  ,-1.29117e+000  ,-6.64118e+002  ,-1.36304e+000  ,-5.28539e+001  ,-3.65016e-001
8515  ,-2.03987e+004  ,-8.29523e-001  ,-6.83155e+002  ,4.64302e-001  ,-5.07294e+001  ,-7.32807e-001
8516  ,-2.03945e+004  ,1.55437e+000  ,-6.10491e+002  ,9.40678e-001  ,-3.38100e+001  ,1.57955e+000
8517  ,-2.04019e+004  ,-1.62547e-002  ,-6.97166e+002  ,2.71133e-001  ,-4.79492e+001  ,-1.23152e+000
8518  ,-2.04072e+004  ,-7.90278e-001  ,-7.15035e+002  ,-2.11694e+000  ,-4.36302e+001  ,8.28290e-002
8519  ,-2.04044e+004  ,8.70574e-001  ,-6.39905e+002  ,4.35638e-001  ,-3.22233e+001  ,3.78238e-001
8520  ,-2.04118e+004  ,-1.77184e+000  ,-7.28705e+002  ,-1.63815e+000  ,-4.01958e+001  ,9.41321e-001
8521  ,-2.04125e+004  ,-1.89247e-001  ,-7.40951e+002  ,2.55941e-001  ,-3.73586e+001  ,3.42314e-001
8522  ,-2.04140e+004  ,-2.29796e+000  ,-6.72792e+002  ,3.91583e-001  ,-2.66329e+001  ,1.01101e+000
8523  ,-2.04128e+004  ,7.41941e-001  ,-7.45739e+002  ,-6.81227e-003  ,-3.51905e+001  ,2.24349e-001
8524  ,-2.04133e+004  ,9.32092e-001  ,-7.54600e+002  ,1.14398e-001  ,-2.97782e+001  ,-5.34552e-001
8525  ,-2.04177e+004  ,9.13205e-001  ,-6.89698e+002  ,2.54021e-001  ,-2.29859e+001  ,-1.35810e+000
8526  ,-2.04156e+004  ,1.46867e+000  ,-7.58457e+002  ,1.05729e-001  ,-2.54628e+001  ,1.50872e-001
8527  ,-2.04164e+004  ,1.61689e+000  ,-7.66721e+002  ,1.91315e-001  ,-1.97467e+001  ,-5.07785e-001
8528  ,-2.04207e+004  ,1.34536e-001  ,-6.99345e+002  ,2.00013e-001  ,-1.84947e+001  ,6.45157e-001
8529  ,-2.04183e+004  ,-9.82645e-001  ,-7.74855e+002  ,6.39419e-001  ,-1.44868e+001  ,-4.73181e-001
8530  ,-2.04202e+004  ,-3.52888e+000  ,-7.81915e+002  ,-6.92894e-001  ,-1.00644e+001  ,1.34567e-001
8531  ,-2.04291e+004  ,-2.58425e+000  ,-7.17573e+002  ,-1.97271e-001  ,-9.21580e+000  ,2.66834e-001
8532  ,-2.04176e+004  ,3.76955e+000  ,-7.81453e+002  ,1.68923e-002  ,-5.56935e+000  ,-1.77223e-001
8533  ,-2.04150e+004  ,-7.93118e-002  ,-7.80002e+002  ,1.86445e+000  ,-1.16922e+000  ,-1.06926e+000
8534  ,-2.04302e+004  ,-1.29112e+000  ,-7.26741e+002  ,8.22654e-001  ,-3.79340e+000  ,1.41280e+000
8535  ,-2.04104e+004  ,7.36119e-001  ,-7.70837e+002  ,4.74572e-002  ,2.09060e+000  ,7.32998e-002
8536  ,-2.04115e+004  ,3.39883e+000  ,-7.71346e+002  ,-1.49902e-001  ,8.28420e+000  ,-7.15564e-001
8537  ,-2.04253e+004  ,8.03205e-001  ,-7.15294e+002  ,-2.65152e-001  ,3.20048e+000  ,-1.47577e+000
8538  ,-2.04106e+004  ,-4.14281e-001  ,-7.70406e+002  ,2.59208e-001  ,1.25084e+001  ,-3.58195e-001
8539  ,-2.04063e+004  ,3.02739e+000  ,-7.62686e+002  ,-6.89740e-001  ,1.98291e+001  ,-9.96409e-001
8540  ,-2.04195e+004  ,4.87910e-001  ,-7.13496e+002  ,1.15995e+000  ,1.11286e+001  ,1.23026e+000
8541  ,-2.04244e+004  ,-2.03320e+000  ,-6.68592e+002  ,-2.66036e+000  ,1.88628e+001  ,-7.20131e-001
8542  ,-2.04022e+004  ,6.56639e+000  ,-7.56996e+002  ,4.03923e-001  ,2.50393e+001  ,1.21241e+000
8543  ,-2.03966e+004  ,7.17629e+000  ,-7.52542e+002  ,3.04556e+000  ,2.69556e+001  ,4.02129e-001
8544  ,-2.04200e+004  ,-7.76051e+000  ,-7.08148e+002  ,7.72283e-001  ,1.92756e+001  ,4.52714e+000
8545  ,-2.04159e+004  ,-2.00239e+000  ,-6.54159e+002  ,-1.74995e-001  ,2.03261e+001  ,-3.16065e+000
8546  ,-2.03918e+004  ,5.77420e+000  ,-7.41817e+002  ,3.34796e+000  ,2.86654e+001  ,-3.22196e+000
8547  ,-2.03929e+004  ,3.43545e+000  ,-7.33782e+002  ,-1.66602e+000  ,3.54521e+001  ,-5.01905e-001
8548  ,-2.04140e+004  ,-5.75404e+000  ,-6.93645e+002  ,-4.01626e-001  ,2.23415e+001  ,-1.56291e+000
8549  ,-2.03911e+004  ,-1.13578e-001  ,-7.21447e+002  ,-6.33748e-001  ,4.03161e+001  ,1.71567e-002
8550  ,-2.03841e+004  ,2.87365e+000  ,-6.98819e+002  ,1.33784e+000  ,4.39454e+001  ,-2.09459e+000
8551  ,-2.04020e+004  ,-2.19536e+000  ,-6.65177e+002  ,5.25932e-001  ,2.92168e+001  ,1.51858e+000
8552  ,-2.03851e+004  ,2.95658e+000  ,-6.38815e+002  ,9.64691e-001  ,4.21653e+001  ,1.48261e+000
8553  ,-2.03872e+004  ,4.44927e+000  ,-5.93120e+002  ,-2.26882e-001  ,2.75685e+001  ,-1.30180e+000
8554  ,-2.03817e+004  ,-1.82282e+000  ,-6.85624e+002  ,1.42513e+000  ,4.37038e+001  ,-4.29122e-001
8555  ,-2.03800e+004  ,2.07303e+000  ,-6.69880e+002  ,-4.23911e-001  ,4.80723e+001  ,6.40055e-001
8556  ,-2.03903e+004  ,2.95002e+000  ,-6.31327e+002  ,6.02536e-001  ,3.00702e+001  ,1.09283e+000
8557  ,-2.03838e+004  ,4.53332e+000  ,-6.26454e+002  ,9.62082e-001  ,4.13075e+001  ,1.65666e+000
8558  ,-2.03851e+004  ,5.17304e-001  ,-5.81509e+002  ,-8.24145e-001  ,2.77672e+001  ,1.03167e+000
8559  ,-2.03834e+004  ,-1.77857e+000  ,-6.62984e+002  ,-6.38477e-001  ,5.02367e+001  ,7.97472e-002
8560  ,-2.03828e+004  ,-1.88486e-001  ,-6.47035e+002  ,-9.77584e-001  ,5.09600e+001  ,1.37804e+000
