19:32, Friday, January 18, 2019
Study name:Static 1 hex diamond tension
Units: 
Selected reference : Front Plane
Element  ,EPSX  ,EPSY  ,EPSZ  ,GMXY  ,GMXZ  ,GMYZ
48  ,-1.01616e-005  ,2.60597e-006  ,4.75252e-006  ,-2.79436e-007  ,2.19604e-006  ,8.84857e-009
49  ,-1.77720e-008  ,4.96262e-007  ,-1.02929e-006  ,-4.66040e-009  ,-1.89196e-006  ,-2.67414e-009
50  ,-1.33340e-007  ,-5.75720e-007  ,1.20055e-006  ,-4.79961e-008  ,-2.10799e-006  ,-2.44522e-008
51  ,-4.30921e-008  ,5.78870e-007  ,-1.18921e-006  ,2.34840e-008  ,-2.45788e-006  ,3.26885e-008
52  ,2.99944e-006  ,2.89448e-006  ,-8.86410e-006  ,-7.48368e-009  ,3.03372e-007  ,4.88875e-008
53  ,-2.31856e-008  ,5.70856e-007  ,-1.19330e-006  ,-3.42699e-008  ,-2.43165e-006  ,-2.86864e-008
54  ,-1.24777e-007  ,6.42422e-007  ,-1.21901e-006  ,-5.56212e-009  ,-2.55989e-006  ,1.55086e-009
55  ,3.80969e-006  ,3.65689e-006  ,-1.12682e-005  ,2.69261e-008  ,-1.17465e-006  ,2.67611e-009
56  ,2.07545e-006  ,1.99467e-006  ,-6.13120e-006  ,-1.82911e-009  ,-1.84759e-006  ,1.24532e-007
57  ,3.99588e-006  ,-1.27002e-006  ,-1.35900e-006  ,4.30400e-008  ,1.08087e-006  ,-3.40417e-009
58  ,-1.77959e-007  ,-2.23453e-006  ,4.70840e-006  ,-2.18305e-008  ,-7.57999e-006  ,5.24724e-008
59  ,6.20420e-006  ,-1.99988e-006  ,-2.08810e-006  ,3.30206e-008  ,5.96496e-007  ,-9.48137e-009
60  ,-1.86853e-007  ,-1.05232e-006  ,2.57351e-006  ,-2.51561e-007  ,-4.06953e-006  ,-1.88572e-007
61  ,-6.11131e-006  ,2.05486e-006  ,1.94306e-006  ,1.80535e-008  ,7.73051e-007  ,2.10202e-008
62  ,2.23600e-006  ,-5.79547e-007  ,-1.01258e-006  ,-4.29744e-007  ,1.48553e-006  ,-2.48686e-008
63  ,2.45400e-007  ,-4.46940e-006  ,8.89799e-006  ,-1.67716e-008  ,1.60954e-005  ,-8.81480e-009
64  ,6.22694e-007  ,-1.03563e-006  ,1.42775e-006  ,3.85066e-008  ,4.07485e-006  ,7.47546e-008
65  ,9.69163e-007  ,1.61352e-006  ,-4.11519e-006  ,-8.32442e-009  ,4.47613e-006  ,1.95216e-008
66  ,3.22157e-006  ,-1.10306e-006  ,-1.00678e-006  ,-2.34257e-007  ,9.56964e-007  ,1.87357e-008
67  ,1.20442e-005  ,-3.98879e-006  ,-3.91586e-006  ,3.34832e-008  ,1.10116e-006  ,-2.75298e-009
68  ,1.14227e-007  ,4.39232e-007  ,-9.35699e-007  ,1.69452e-007  ,1.25333e-006  ,-1.35916e-007
69  ,-1.42942e-005  ,4.05002e-006  ,6.56674e-006  ,4.14434e-007  ,-6.08297e-007  ,-2.37131e-007
70  ,1.27165e-006  ,-4.23453e-007  ,-4.01011e-007  ,2.12688e-008  ,-4.56416e-008  ,-1.05270e-009
71  ,7.07527e-007  ,1.45381e-006  ,-3.64028e-006  ,-4.77503e-008  ,-4.25374e-006  ,3.38435e-008
72  ,2.99953e-006  ,2.83310e-006  ,-8.73109e-006  ,-1.84897e-008  ,6.11125e-007  ,3.87706e-008
73  ,6.03615e-006  ,-1.92226e-006  ,-2.11068e-006  ,1.01771e-008  ,4.44098e-007  ,4.25320e-009
74  ,7.54068e-006  ,-2.45043e-006  ,-2.54666e-006  ,-1.95164e-008  ,1.50748e-007  ,1.46008e-008
75  ,5.77558e-006  ,-1.90554e-006  ,-1.90775e-006  ,-8.70127e-009  ,2.17655e-007  ,1.57014e-009
76  ,-9.93907e-008  ,2.00868e-006  ,-3.97374e-006  ,2.73725e-008  ,7.21191e-006  ,1.00058e-008
77  ,1.04401e-006  ,2.50454e-006  ,-6.05683e-006  ,2.46735e-007  ,-8.22169e-006  ,6.08911e-007
78  ,7.37106e-007  ,-1.13187e-006  ,1.91551e-006  ,1.73190e-008  ,-4.73161e-006  ,4.12399e-008
79  ,-6.34829e-006  ,2.14788e-006  ,2.11075e-006  ,3.27498e-008  ,-1.24547e-006  ,6.52043e-008
80  ,2.22721e-007  ,8.43590e-008  ,-3.94549e-007  ,-9.59553e-008  ,-1.08279e-007  ,-6.47126e-008
81  ,1.18387e-005  ,-2.09426e-006  ,-7.56351e-006  ,-1.90978e-007  ,5.33925e-006  ,5.77061e-007
82  ,8.23950e-006  ,-1.06283e-006  ,-6.23008e-006  ,-5.11847e-008  ,3.78108e-006  ,2.08864e-007
83  ,2.77616e-006  ,-6.09134e-007  ,-1.51695e-006  ,2.81090e-007  ,3.37724e-007  ,7.65880e-008
