19:53, Friday, January 18, 2019
Study name:Static 3 hex diamond torsion
Units: mm
Selected reference : Front Plane
Node  ,UX  ,UY  ,UZ  ,URES
113  ,-3.36007e+000  ,-4.03187e+001  ,1.29529e-002  ,4.04584e+001
114  ,-3.74871e+000  ,-4.31018e+001  ,1.71031e-002  ,4.32645e+001
115  ,-3.95284e+000  ,-4.45252e+001  ,1.90520e-002  ,4.47004e+001
116  ,-4.12065e+000  ,-4.56802e+001  ,2.13353e-002  ,4.58656e+001
117  ,-4.25808e+000  ,-4.66154e+001  ,2.20516e-002  ,4.68095e+001
118  ,-4.36548e+000  ,-4.73748e+001  ,2.13224e-002  ,4.75755e+001
119  ,-5.88977e+000  ,-4.71366e+001  ,2.97462e-002  ,4.75032e+001
120  ,-5.76102e+000  ,-4.63842e+001  ,2.78927e-002  ,4.67406e+001
121  ,-5.61093e+000  ,-4.54529e+001  ,2.79483e-002  ,4.57979e+001
122  ,-5.42849e+000  ,-4.43025e+001  ,2.85242e-002  ,4.46338e+001
123  ,-5.20722e+000  ,-4.28843e+001  ,2.87733e-002  ,4.31993e+001
124  ,-4.78360e+000  ,-4.01117e+001  ,3.03853e-002  ,4.03959e+001
125  ,-4.51908e+000  ,-3.83331e+001  ,3.04897e-002  ,3.85986e+001
126  ,-4.26419e+000  ,-3.65880e+001  ,3.09267e-002  ,3.68357e+001
127  ,-3.89354e+000  ,-3.39935e+001  ,3.10827e-002  ,3.42158e+001
128  ,-3.71554e+000  ,-3.27227e+001  ,3.10482e-002  ,3.29330e+001
129  ,-3.57624e+000  ,-3.17178e+001  ,3.09228e-002  ,3.19188e+001
130  ,-3.46707e+000  ,-3.09211e+001  ,3.04202e-002  ,3.11149e+001
131  ,-4.78115e+000  ,-4.50112e+001  ,2.41995e-002  ,4.52644e+001
132  ,-7.69445e+000  ,-6.77054e+001  ,3.94939e-002  ,6.81412e+001
133  ,-9.41119e+000  ,-6.74014e+001  ,6.07723e-002  ,6.80552e+001
134  ,-9.25317e+000  ,-6.65264e+001  ,6.04587e-002  ,6.71668e+001
135  ,-9.05468e+000  ,-6.54379e+001  ,5.95680e-002  ,6.60614e+001
136  ,-8.80912e+000  ,-6.40842e+001  ,5.80618e-002  ,6.46869e+001
137  ,-8.50662e+000  ,-6.24035e+001  ,5.58003e-002  ,6.29806e+001
138  ,-7.91740e+000  ,-5.90847e+001  ,5.07153e-002  ,5.96128e+001
139  ,-7.54190e+000  ,-5.69359e+001  ,4.67875e-002  ,5.74332e+001
140  ,-7.17640e+000  ,-5.48162e+001  ,4.28452e-002  ,5.52839e+001
141  ,-6.64025e+000  ,-5.16525e+001  ,3.60835e-002  ,5.20775e+001
142  ,-6.38170e+000  ,-5.00997e+001  ,3.30017e-002  ,5.05045e+001
143  ,-6.17917e+000  ,-4.88729e+001  ,3.07546e-002  ,4.92620e+001
144  ,-6.01988e+000  ,-4.79023e+001  ,2.91276e-002  ,4.82791e+001
145  ,-4.47435e+000  ,-4.81471e+001  ,2.32930e-002  ,4.83545e+001
