19:59, Thursday, January 17, 2019
Study name:Static 3 Filled Torsion
Units: N/m^2
Selected reference : Front Plane
Node  ,SX  ,SY  ,SZ  ,TXY  ,TXZ  ,TYZ
3172  ,-1.03433e+007  ,-2.18753e+004  ,-2.93919e+006  ,4.83097e+005  ,2.13141e+004  ,-3.96672e+003
3173  ,-1.03418e+007  ,-2.64159e+004  ,-3.00572e+006  ,4.83493e+005  ,1.60319e+004  ,-6.80095e+003
3174  ,-1.03642e+007  ,-2.50051e+004  ,-3.06892e+006  ,4.83750e+005  ,1.96618e+004  ,-2.93502e+003
3175  ,-1.03539e+007  ,-2.55819e+004  ,-3.09773e+006  ,4.83254e+005  ,1.68096e+004  ,-1.15890e+002
3176  ,-1.03537e+007  ,-2.74344e+004  ,-3.12701e+006  ,4.82964e+005  ,1.09642e+004  ,-1.74536e+003
3177  ,-1.03586e+007  ,-2.69362e+004  ,-3.15366e+006  ,4.83244e+005  ,7.46068e+003  ,-3.38117e+003
3178  ,-1.03634e+007  ,-2.61866e+004  ,-3.15933e+006  ,4.82736e+005  ,3.60171e+003  ,-1.58294e+003
3179  ,-1.03619e+007  ,-2.66439e+004  ,-3.15122e+006  ,4.82323e+005  ,-1.26116e+003  ,-1.29278e+003
3180  ,-1.03556e+007  ,-2.38440e+004  ,-3.13326e+006  ,4.81226e+005  ,-5.32605e+003  ,-1.15358e+002
3181  ,-1.03536e+007  ,-2.53388e+004  ,-3.10011e+006  ,5.01343e+005  ,-1.78365e+004  ,5.75007e+003
3182  ,-1.03525e+007  ,-2.25166e+004  ,-3.05540e+006  ,4.70604e+005  ,-1.83001e+004  ,6.76548e+002
3183  ,-1.03396e+007  ,-2.48416e+004  ,-2.99609e+006  ,4.81225e+005  ,-1.58832e+004  ,1.48848e+003
3184  ,-1.03390e+007  ,-2.54425e+004  ,-2.93509e+006  ,5.00854e+005  ,-2.14205e+004  ,6.61806e+003
3185  ,-1.03300e+007  ,-2.03259e+004  ,-2.85005e+006  ,4.69670e+005  ,-2.24561e+004  ,2.41470e+003
3186  ,-1.03231e+007  ,-3.03663e+004  ,-2.74757e+006  ,4.82811e+005  ,-9.24523e+003  ,8.05391e+001
3187  ,-1.03535e+007  ,-5.39711e+004  ,-2.66254e+006  ,5.04264e+005  ,-1.99623e+003  ,6.36042e+003
3188  ,-1.02492e+007  ,-1.92106e+004  ,-2.51048e+006  ,4.89710e+005  ,1.16272e+004  ,2.29581e+003
3189  ,-1.01888e+007  ,-1.56202e+004  ,-2.35334e+006  ,4.97286e+005  ,2.81904e+004  ,7.87385e+003
3190  ,-1.01563e+007  ,1.06996e+004  ,-2.22909e+006  ,5.15483e+005  ,4.48407e+004  ,1.76643e+004
3191  ,-1.01231e+007  ,-2.10683e+004  ,-2.09744e+006  ,5.15909e+005  ,7.60627e+004  ,3.70062e+003
3192  ,-1.00645e+007  ,-2.08832e+004  ,-1.92499e+006  ,5.09863e+005  ,1.07335e+005  ,3.98393e+003
3193  ,-9.99660e+006  ,-2.16636e+004  ,-1.74794e+006  ,5.05472e+005  ,1.43395e+005  ,3.64468e+003
3194  ,-9.91895e+006  ,-2.43736e+004  ,-1.55911e+006  ,5.01304e+005  ,1.85297e+005  ,9.51540e+002
3195  ,-9.82841e+006  ,-2.73282e+004  ,-1.36757e+006  ,4.95926e+005  ,2.32746e+005  ,-2.11335e+003
3196  ,-9.70021e+006  ,-8.94630e+003  ,-1.14728e+006  ,4.85807e+005  ,2.95075e+005  ,-1.19845e+004
3197  ,-9.57606e+006  ,1.17192e+004  ,-8.97570e+005  ,4.75419e+005  ,3.50852e+005  ,-3.00626e+003
3198  ,-9.43085e+006  ,-1.44733e+004  ,-6.90698e+005  ,4.54287e+005  ,4.03166e+005  ,1.32276e+004
3199  ,-9.22167e+006  ,8.99505e+004  ,-5.03402e+005  ,5.04103e+005  ,4.74296e+005  ,-9.63380e+003
3200  ,-9.13979e+006  ,-8.44695e+004  ,-3.70388e+005  ,4.37307e+005  ,5.23436e+005  ,-2.17909e+004
3201  ,-8.95236e+006  ,-6.82615e+004  ,-2.44719e+005  ,4.43309e+005  ,5.77406e+005  ,-2.43530e+004
3202  ,-8.63710e+006  ,1.00122e+004  ,-1.06196e+005  ,4.87040e+005  ,6.52675e+005  ,-3.24547e+004
3203  ,-8.27544e+006  ,-8.66716e+003  ,-1.64590e+005  ,4.17301e+005  ,-6.80739e+005  ,2.28839e+004
3204  ,-8.48429e+006  ,2.49232e+004  ,-2.22597e+005  ,4.54812e+005  ,-6.27561e+005  ,3.75423e+004
3205  ,-8.75217e+006  ,-8.72042e+002  ,-4.18163e+005  ,3.85698e+005  ,-5.69391e+005  ,2.06637e+004
3206  ,-8.98114e+006  ,-2.95750e+004  ,-5.02780e+005  ,4.71147e+005  ,-4.85525e+005  ,2.16286e+004
3207  ,-9.06420e+006  ,-2.20743e+003  ,-6.51628e+005  ,4.64776e+005  ,-4.48992e+005  ,1.41891e+004
3208  ,-9.24145e+006  ,-1.23611e+004  ,-8.66956e+005  ,4.59384e+005  ,-3.75606e+005  ,3.66230e+004
3209  ,-9.31488e+006  ,2.73083e+004  ,-1.08335e+006  ,4.82790e+005  ,-3.06175e+005  ,5.18312e+003
3210  ,-9.40184e+006  ,-6.34128e+003  ,-1.26608e+006  ,4.79820e+005  ,-2.72082e+005  ,-5.31012e+003
3211  ,-9.52396e+006  ,-3.97353e+004  ,-1.40226e+006  ,4.79772e+005  ,-2.23192e+005  ,4.23448e+003
3212  ,-9.63047e+006  ,-3.84736e+004  ,-1.57972e+006  ,4.88998e+005  ,-1.77842e+005  ,3.20171e+003
3213  ,-9.72232e+006  ,-3.03827e+004  ,-1.77492e+006  ,4.96639e+005  ,-1.40327e+005  ,3.19738e+003
3214  ,-9.76892e+006  ,-2.42856e+004  ,-1.93569e+006  ,4.97135e+005  ,-1.06872e+005  ,9.37509e+002
3215  ,-9.80938e+006  ,-2.29752e+004  ,-2.08846e+006  ,4.98639e+005  ,-7.82265e+004  ,-6.71854e+002
3216  ,-9.84218e+006  ,-2.16852e+004  ,-2.23153e+006  ,5.00115e+005  ,-5.42327e+004  ,-1.25590e+003
3217  ,-9.86840e+006  ,-2.09184e+004  ,-2.36220e+006  ,5.01206e+005  ,-3.48168e+004  ,-1.52435e+003
3218  ,-9.90647e+006  ,-1.77393e+004  ,-2.50477e+006  ,4.97188e+005  ,-1.86430e+004  ,-9.73893e+002
3219  ,-9.85837e+006  ,-3.85816e+004  ,-2.60564e+006  ,5.09679e+005  ,-1.43721e+004  ,-3.27358e+003
3220  ,-9.83370e+006  ,-3.22246e+004  ,-2.68123e+006  ,5.21748e+005  ,-5.52192e+003  ,-6.07983e+003
3221  ,-9.84650e+006  ,-3.12428e+004  ,-2.75851e+006  ,5.23159e+005  ,-8.09535e+002  ,-5.77574e+003
3222  ,-9.86721e+006  ,-6.54018e+003  ,-2.82171e+006  ,5.16149e+005  ,9.76891e+003  ,-1.00456e+004
3223  ,-9.87168e+006  ,6.09245e+003  ,-2.86933e+006  ,5.01153e+005  ,4.98827e+003  ,-4.27402e+003
3224  ,-9.89434e+006  ,-3.25881e+003  ,-2.91264e+006  ,5.03685e+005  ,3.80050e+003  ,1.80918e+003
3225  ,-9.93389e+006  ,-2.35807e+004  ,-2.95838e+006  ,5.05870e+005  ,3.64947e+003  ,-1.71550e+003
3226  ,-9.93658e+006  ,-2.45721e+004  ,-2.98376e+006  ,5.07128e+005  ,2.84493e+003  ,-2.12111e+003
3227  ,-9.93712e+006  ,-2.46528e+004  ,-2.98724e+006  ,5.07168e+005  ,-9.98370e+002  ,8.82526e+001
3228  ,-9.93297e+006  ,-2.48470e+004  ,-2.97852e+006  ,5.06300e+005  ,-4.84728e+003  ,-2.72139e+002
3229  ,-9.92640e+006  ,-1.87496e+004  ,-2.95881e+006  ,5.05750e+005  ,-8.06416e+003  ,-9.66907e+002
3230  ,-9.89423e+006  ,-2.68478e+004  ,-2.91020e+006  ,5.10028e+005  ,-4.07568e+003  ,6.23733e+003
3231  ,-9.94058e+006  ,-1.97314e+004  ,-2.89685e+006  ,5.02074e+005  ,-1.04714e+004  ,-1.68916e+002
3232  ,-9.91828e+006  ,-2.00423e+004  ,-2.82504e+006  ,5.05107e+005  ,-9.90387e+003  ,1.81431e+003
3233  ,-9.88512e+006  ,-2.65122e+004  ,-2.75255e+006  ,5.10106e+005  ,-5.71026e+002  ,7.83803e+003
3234  ,-9.92771e+006  ,-1.79155e+004  ,-2.69838e+006  ,5.01159e+005  ,-2.98090e+003  ,1.18190e+003
3235  ,-9.89616e+006  ,-2.41663e+004  ,-2.58649e+006  ,5.05561e+005  ,6.76985e+003  ,1.70449e+003
3236  ,-9.85429e+006  ,-3.29540e+004  ,-2.48580e+006  ,5.07362e+005  ,2.26321e+004  ,1.30554e+004
3237  ,-9.83230e+006  ,-4.66028e+004  ,-2.38372e+006  ,4.66927e+005  ,3.87892e+004  ,-3.40607e+003
3238  ,-9.75410e+006  ,-4.07265e+004  ,-2.21963e+006  ,5.05466e+005  ,5.89873e+004  ,7.49680e+003
3239  ,-9.70411e+006  ,-4.30156e+004  ,-2.11854e+006  ,4.93701e+005  ,8.39661e+004  ,4.20433e+003
3240  ,-9.61772e+006  ,-1.76316e+004  ,-1.94455e+006  ,4.92867e+005  ,1.09758e+005  ,3.28911e+003
3241  ,-9.57219e+006  ,-2.12557e+004  ,-1.78422e+006  ,4.91590e+005  ,1.42611e+005  ,1.23802e+003
3242  ,-9.51086e+006  ,-2.19896e+004  ,-1.61771e+006  ,4.88409e+005  ,1.81453e+005  ,3.15124e+002
3243  ,-9.43651e+006  ,-2.41555e+004  ,-1.44093e+006  ,4.84563e+005  ,2.25591e+005  ,-2.26818e+003
3244  ,-9.34921e+006  ,-2.60602e+004  ,-1.26020e+006  ,4.79791e+005  ,2.75079e+005  ,-5.12999e+003
3245  ,-9.22086e+006  ,-8.71589e+003  ,-1.05147e+006  ,4.70937e+005  ,3.37868e+005  ,-1.52573e+004
3246  ,-9.10129e+006  ,1.65591e+004  ,-8.09452e+005  ,4.67960e+005  ,3.98325e+005  ,-1.68842e+004
3247  ,-8.99570e+006  ,1.71282e+004  ,-6.31663e+005  ,4.50210e+005  ,4.46018e+005  ,-2.00435e+004
3248  ,-8.88433e+006  ,-7.18251e+004  ,-4.91880e+005  ,4.04700e+005  ,5.00711e+005  ,8.30767e+003
3249  ,-8.71581e+006  ,-3.11470e+004  ,-3.37705e+005  ,4.93070e+005  ,5.61299e+005  ,-6.05103e+004
3250  ,-8.56759e+006  ,2.51541e+004  ,-2.49491e+005  ,3.84966e+005  ,6.23961e+005  ,6.06498e+002
3251  ,-8.28918e+006  ,-3.71169e+004  ,-1.19572e+005  ,4.56788e+005  ,6.74126e+005  ,-3.04210e+004
3252  ,-7.83753e+006  ,2.17254e+004  ,-1.11960e+005  ,4.31389e+005  ,-7.00521e+005  ,4.41457e+004
3253  ,-8.01331e+006  ,-3.99285e+004  ,-2.10585e+005  ,4.19249e+005  ,-6.78652e+005  ,2.84963e+004
3254  ,-8.50905e+006  ,1.56364e+003  ,-3.75922e+005  ,4.67619e+005  ,-5.79301e+005  ,-4.42150e+003
3255  ,-8.42891e+006  ,4.37975e+004  ,-4.60722e+005  ,4.60302e+005  ,-5.57606e+005  ,2.37685e+004
3256  ,-8.74986e+006  ,-5.83067e+004  ,-6.73382e+005  ,4.67177e+005  ,-4.60240e+005  ,9.13510e+003
3257  ,-8.78413e+006  ,-1.92433e+004  ,-8.01215e+005  ,4.63272e+005  ,-4.28543e+005  ,7.05079e+003
3258  ,-8.95193e+006  ,-4.27975e+004  ,-9.74088e+005  ,4.62971e+005  ,-3.64932e+005  ,1.72182e+004
3259  ,-9.03379e+006  ,-8.59098e+003  ,-1.16447e+006  ,4.64700e+005  ,-3.04531e+005  ,8.32870e+003
3260  ,-9.10982e+006  ,-1.71723e+004  ,-1.32103e+006  ,4.64663e+005  ,-2.58668e+005  ,3.52005e+003
3261  ,-9.15249e+006  ,-3.77887e+004  ,-1.48249e+006  ,4.63685e+005  ,-2.15937e+005  ,4.81998e+003
3262  ,-9.22387e+006  ,-3.49489e+004  ,-1.62977e+006  ,4.82258e+005  ,-1.74603e+005  ,5.09126e+003
3263  ,-9.27389e+006  ,-2.61186e+004  ,-1.78608e+006  ,4.83110e+005  ,-1.39925e+005  ,2.97195e+003
3264  ,-9.31322e+006  ,-2.44032e+004  ,-1.93160e+006  ,4.84256e+005  ,-1.09337e+005  ,1.42899e+003
3265  ,-9.34412e+006  ,-2.27999e+004  ,-2.06675e+006  ,4.85479e+005  ,-8.29888e+004  ,6.75385e+002
3266  ,-9.36881e+006  ,-2.18500e+004  ,-2.18979e+006  ,4.85943e+005  ,-6.17021e+004  ,-5.60538e+001
3267  ,-9.40425e+006  ,-1.77115e+004  ,-2.32531e+006  ,4.83867e+005  ,-4.15923e+004  ,1.09510e+003
3268  ,-9.38216e+006  ,-7.19078e+003  ,-2.40870e+006  ,4.66114e+005  ,-2.79207e+004  ,-5.90860e+003
3269  ,-9.34655e+006  ,-2.35098e+004  ,-2.48903e+006  ,4.48854e+005  ,-1.92796e+004  ,-2.68455e+003
3270  ,-9.35019e+006  ,-2.76859e+004  ,-2.56476e+006  ,4.48960e+005  ,-1.01730e+004  ,-3.00429e+003
3271  ,-9.32886e+006  ,-5.15263e+004  ,-2.62316e+006  ,4.88506e+005  ,-8.35961e+003  ,-4.98026e+003
3272  ,-9.33950e+006  ,-4.13469e+004  ,-2.66549e+006  ,4.91738e+005  ,-2.31600e+002  ,-5.34479e+003
3273  ,-9.40695e+006  ,-6.68918e+003  ,-2.72007e+006  ,4.72438e+005  ,-7.27520e+003  ,-1.00352e+003
3274  ,-9.43393e+006  ,-2.95454e+004  ,-2.76584e+006  ,4.87261e+005  ,-2.57062e+003  ,-2.83610e+003
3275  ,-9.43074e+006  ,-2.55064e+004  ,-2.78625e+006  ,4.85504e+005  ,-1.59181e+003  ,-2.63079e+003
3276  ,-9.33947e+006  ,-3.69661e+004  ,-2.75462e+006  ,5.01208e+005  ,-5.84538e+003  ,-1.12997e+003
3277  ,-9.34345e+006  ,-3.72905e+004  ,-2.75196e+006  ,5.03009e+005  ,-5.64688e+003  ,-1.62634e+003
3278  ,-9.34314e+006  ,-3.39457e+004  ,-2.73640e+006  ,5.05160e+005  ,-5.09051e+003  ,-1.97811e+003
3279  ,-9.31060e+006  ,-5.33499e+004  ,-2.68633e+006  ,4.93923e+005  ,2.21661e+003  ,3.13921e+003
3280  ,-9.36952e+006  ,-2.17560e+004  ,-2.67322e+006  ,5.11596e+005  ,8.62133e+002  ,-1.89629e+003
3281  ,-9.34979e+006  ,-3.75106e+004  ,-2.60875e+006  ,5.05673e+005  ,3.27633e+003  ,6.86127e+002
3282  ,-9.34269e+006  ,-3.37636e+004  ,-2.55640e+006  ,5.07105e+005  ,1.25156e+004  ,8.21844e+003
3283  ,-9.33364e+006  ,-2.95152e+004  ,-2.48193e+006  ,5.04554e+005  ,2.15454e+004  ,9.57670e+000
3284  ,-9.32863e+006  ,-2.58945e+004  ,-2.37920e+006  ,5.04820e+005  ,2.94616e+004  ,9.80335e+002
3285  ,-9.31475e+006  ,-2.73882e+004  ,-2.29407e+006  ,5.04789e+005  ,4.69185e+004  ,1.31972e+004
3286  ,-9.29458e+006  ,-1.77353e+004  ,-2.18431e+006  ,5.01106e+005  ,6.58178e+004  ,-4.08339e+003
3287  ,-9.22466e+006  ,-1.73128e+004  ,-2.04986e+006  ,4.89360e+005  ,8.59786e+004  ,1.01420e+004
3288  ,-9.17008e+006  ,-1.89508e+004  ,-1.93336e+006  ,4.83069e+005  ,1.12568e+005  ,9.25105e+002
3289  ,-9.13243e+006  ,-2.06175e+004  ,-1.79472e+006  ,4.79149e+005  ,1.43786e+005  ,9.89094e+002
3290  ,-9.08884e+006  ,-2.21654e+004  ,-1.64746e+006  ,4.77157e+005  ,1.77899e+005  ,-1.65270e+003
3291  ,-9.03513e+006  ,-2.30757e+004  ,-1.49402e+006  ,4.74505e+005  ,2.17804e+005  ,-2.69528e+003
3292  ,-8.96786e+006  ,-2.60292e+004  ,-1.33042e+006  ,4.71108e+005  ,2.63239e+005  ,-5.64583e+003
3293  ,-8.88896e+006  ,-2.83391e+004  ,-1.16196e+006  ,4.67572e+005  ,3.14163e+005  ,-8.74765e+003
3294  ,-8.77123e+006  ,-7.62247e+003  ,-9.67887e+005  ,4.61475e+005  ,3.78178e+005  ,-1.69457e+004
3295  ,-8.66273e+006  ,2.37936e+004  ,-7.45195e+005  ,4.57217e+005  ,4.36312e+005  ,-2.09295e+004
3296  ,-8.61163e+006  ,-4.16404e+004  ,-5.85879e+005  ,4.74241e+005  ,4.81475e+005  ,-2.96321e+004
3297  ,-8.41486e+006  ,-2.99535e+004  ,-4.97340e+005  ,4.42910e+005  ,5.25210e+005  ,-1.42856e+004
3298  ,-8.33103e+006  ,-5.91784e+004  ,-3.67262e+005  ,4.44113e+005  ,5.98523e+005  ,-2.61910e+004
3299  ,-8.17034e+006  ,-5.67782e+004  ,-2.07768e+005  ,4.41851e+005  ,6.38931e+005  ,-3.50627e+004
3300  ,-7.86770e+006  ,-4.90611e+004  ,-1.06178e+005  ,4.37414e+005  ,7.07790e+005  ,-2.05962e+004
3301  ,-7.49061e+006  ,-4.18855e+004  ,-1.04864e+005  ,4.01015e+005  ,-7.52981e+005  ,3.24195e+004
3302  ,-7.50316e+006  ,-2.72032e+004  ,-1.52621e+005  ,4.16685e+005  ,-7.33203e+005  ,5.16346e+004
3303  ,-7.88650e+006  ,-2.10173e+004  ,-3.11725e+005  ,4.08421e+005  ,-6.48795e+005  ,4.88933e+004
3304  ,-8.26734e+006  ,5.19343e+004  ,-4.90465e+005  ,4.13343e+005  ,-5.70883e+005  ,3.00717e+004
3305  ,-8.22436e+006  ,-1.82959e+004  ,-5.78513e+005  ,4.08353e+005  ,-5.34492e+005  ,2.31683e+004
3306  ,-8.34748e+006  ,-5.15409e+004  ,-7.28438e+005  ,4.50875e+005  ,-4.67450e+005  ,1.51927e+004
3307  ,-8.46566e+006  ,-3.97393e+004  ,-8.78791e+005  ,4.56808e+005  ,-4.11694e+005  ,2.08820e+004
3308  ,-8.56094e+006  ,-2.77302e+004  ,-1.04163e+006  ,4.56632e+005  ,-3.51872e+005  ,1.96790e+004
3309  ,-8.63879e+006  ,-2.34420e+004  ,-1.19721e+006  ,4.60766e+005  ,-2.99950e+005  ,1.52129e+004
3310  ,-8.70643e+006  ,-2.57162e+004  ,-1.35458e+006  ,4.61275e+005  ,-2.53251e+005  ,1.23490e+004
3311  ,-8.75460e+006  ,-2.68478e+004  ,-1.49791e+006  ,4.61898e+005  ,-2.09723e+005  ,7.21644e+003
3312  ,-8.79514e+006  ,-2.46841e+004  ,-1.64385e+006  ,4.63326e+005  ,-1.72059e+005  ,5.26449e+003
3313  ,-8.82910e+006  ,-2.34713e+004  ,-1.77929e+006  ,4.64966e+005  ,-1.39009e+005  ,3.48192e+003
3314  ,-8.85620e+006  ,-2.22351e+004  ,-1.90567e+006  ,4.66171e+005  ,-1.10777e+005  ,2.32605e+003
3315  ,-8.87120e+006  ,-1.72364e+004  ,-2.03155e+006  ,4.52330e+005  ,-8.72240e+004  ,1.46967e+003
3316  ,-8.92328e+006  ,-2.04003e+004  ,-2.15934e+006  ,4.76830e+005  ,-6.11692e+004  ,8.40865e+002
3317  ,-8.81746e+006  ,-3.03735e+004  ,-2.22394e+006  ,4.84129e+005  ,-5.24842e+004  ,-2.85077e+003
3318  ,-8.83176e+006  ,-2.90467e+004  ,-2.30688e+006  ,4.85508e+005  ,-4.05798e+004  ,-3.40371e+003
3319  ,-8.83983e+006  ,-2.24348e+004  ,-2.37903e+006  ,4.85926e+005  ,-3.14339e+004  ,-2.23495e+003
3320  ,-8.79680e+006  ,-2.60977e+004  ,-2.41020e+006  ,4.72432e+005  ,-1.86011e+004  ,-3.67184e+003
3321  ,-8.79877e+006  ,-3.81674e+004  ,-2.45309e+006  ,4.66589e+005  ,-1.21089e+004  ,-1.49321e+002
3322  ,-8.83391e+006  ,-4.22268e+004  ,-2.50812e+006  ,4.80090e+005  ,-1.59863e+004  ,-1.43072e+003
3323  ,-8.85856e+006  ,-8.90298e+003  ,-2.53981e+006  ,4.77463e+005  ,-4.67987e+003  ,-4.23518e+003
3324  ,-8.86055e+006  ,2.43667e+003  ,-2.55104e+006  ,4.65528e+005  ,-7.66049e+003  ,-3.75129e+003
3325  ,-8.81109e+006  ,3.80420e+003  ,-2.53634e+006  ,4.34486e+005  ,-1.73996e+003  ,1.43688e+003
3326  ,-8.84359e+006  ,-2.31389e+004  ,-2.55095e+006  ,4.31424e+005  ,2.00980e+003  ,-2.40200e+003
3327  ,-8.84476e+006  ,-2.32963e+004  ,-2.53831e+006  ,4.30836e+005  ,6.21561e+003  ,-2.48626e+003
3328  ,-8.84567e+006  ,-2.32472e+004  ,-2.50278e+006  ,4.29242e+005  ,1.21179e+004  ,-1.11665e+003
3329  ,-8.83842e+006  ,-2.25062e+004  ,-2.46359e+006  ,4.29083e+005  ,1.73851e+004  ,-2.09272e+003
3330  ,-8.83454e+006  ,-2.34142e+004  ,-2.41419e+006  ,4.28780e+005  ,2.44221e+004  ,-1.33823e+003
3331  ,-8.83896e+006  ,-2.39334e+004  ,-2.36171e+006  ,4.47964e+005  ,2.77844e+004  ,3.27065e+003
3332  ,-8.76767e+006  ,-2.62505e+004  ,-2.26646e+006  ,4.50510e+005  ,3.95023e+004  ,-8.71116e+002
3333  ,-8.75202e+006  ,-2.85450e+004  ,-2.17747e+006  ,4.63614e+005  ,5.52692e+004  ,-4.59472e+002
3334  ,-8.77245e+006  ,-2.74106e+004  ,-2.10612e+006  ,4.72489e+005  ,6.69959e+004  ,7.71791e+003
3335  ,-8.71123e+006  ,-2.28521e+004  ,-1.99042e+006  ,4.59807e+005  ,9.42275e+004  ,-4.67236e+003
3336  ,-8.73362e+006  ,-2.48099e+004  ,-1.88980e+006  ,4.70345e+005  ,1.13708e+005  ,6.26333e+003
3337  ,-8.68226e+006  ,-2.21846e+004  ,-1.78034e+006  ,4.63272e+005  ,1.41521e+005  ,-2.14526e+003
3338  ,-8.64805e+006  ,-2.11241e+004  ,-1.64979e+006  ,4.60755e+005  ,1.76386e+005  ,-2.20584e+003
3339  ,-8.60578e+006  ,-2.28491e+004  ,-1.51058e+006  ,4.57644e+005  ,2.12481e+005  ,-4.84322e+003
3340  ,-8.55640e+006  ,-2.31649e+004  ,-1.36974e+006  ,4.54822e+005  ,2.54103e+005  ,-5.43591e+003
3341  ,-8.49428e+006  ,-2.59125e+004  ,-1.21812e+006  ,4.50312e+005  ,2.99976e+005  ,-8.39297e+003
3342  ,-8.42110e+006  ,-3.80582e+004  ,-1.07028e+006  ,4.46776e+005  ,3.51676e+005  ,-1.32862e+004
3343  ,-8.30217e+006  ,-1.17254e+004  ,-8.72474e+005  ,4.37235e+005  ,4.15741e+005  ,-2.00898e+004
3344  ,-8.19950e+006  ,2.40283e+003  ,-6.73405e+005  ,4.33453e+005  ,4.78684e+005  ,-1.53960e+004
3345  ,-8.11823e+006  ,-3.65728e+004  ,-5.40457e+005  ,4.37480e+005  ,5.24775e+005  ,-2.26431e+004
3346  ,-7.96844e+006  ,-4.74168e+004  ,-4.18695e+005  ,4.13460e+005  ,5.66045e+005  ,-3.01661e+004
3347  ,-7.88045e+006  ,-2.88402e+004  ,-2.87438e+005  ,3.99153e+005  ,6.36896e+005  ,-1.03111e+004
3348  ,-7.72215e+006  ,-1.32837e+003  ,-2.33417e+005  ,4.17025e+005  ,7.00302e+005  ,-4.92686e+004
3349  ,-7.47250e+006  ,-1.19634e+004  ,-6.15276e+004  ,4.39708e+005  ,7.49472e+005  ,-3.15914e+004
3350  ,-7.10363e+006  ,-4.58051e+004  ,-9.44384e+004  ,3.92363e+005  ,-7.96007e+005  ,3.01425e+004
3351  ,-7.19730e+006  ,6.06312e+004  ,-1.69385e+005  ,4.00802e+005  ,-7.54720e+005  ,4.75148e+004
3352  ,-7.43866e+006  ,-7.88695e+004  ,-2.86703e+005  ,3.81980e+005  ,-6.85384e+005  ,4.10897e+004
3353  ,-7.73471e+006  ,-3.49743e+004  ,-3.90522e+005  ,4.70982e+005  ,-6.07135e+005  ,8.47668e+003
3354  ,-7.84177e+006  ,-5.86390e+004  ,-5.24833e+005  ,4.21176e+005  ,-5.70456e+005  ,3.13794e+004
3355  ,-7.91423e+006  ,-4.05963e+004  ,-6.71528e+005  ,4.26751e+005  ,-5.03556e+005  ,3.58906e+004
3356  ,-8.01069e+006  ,-4.00406e+004  ,-8.01230e+005  ,4.34857e+005  ,-4.42483e+005  ,2.12447e+004
3357  ,-8.10034e+006  ,-3.56107e+004  ,-9.48059e+005  ,4.39117e+005  ,-3.87535e+005  ,1.90180e+004
3358  ,-8.17024e+006  ,-3.18519e+004  ,-1.09138e+006  ,4.40704e+005  ,-3.35797e+005  ,1.52394e+004
3359  ,-8.22793e+006  ,-2.88144e+004  ,-1.23316e+006  ,4.42394e+005  ,-2.87855e+005  ,1.26308e+004
3360  ,-8.27327e+006  ,-2.71295e+004  ,-1.36785e+006  ,4.43708e+005  ,-2.43436e+005  ,8.97055e+003
3361  ,-8.31051e+006  ,-2.48301e+004  ,-1.50167e+006  ,4.44892e+005  ,-2.03732e+005  ,7.45581e+003
3362  ,-8.33996e+006  ,-2.33383e+004  ,-1.62790e+006  ,4.46090e+005  ,-1.68330e+005  ,5.73325e+003
3363  ,-8.36339e+006  ,-2.22082e+004  ,-1.74541e+006  ,4.47202e+005  ,-1.37264e+005  ,4.51137e+003
3364  ,-8.40013e+006  ,-2.01486e+004  ,-1.87604e+006  ,4.44799e+005  ,-1.07590e+005  ,5.10201e+003
3365  ,-8.39679e+006  ,-2.00016e+004  ,-1.98564e+006  ,4.47146e+005  ,-8.75457e+004  ,-1.73135e+003
3366  ,-8.33720e+006  ,-2.00366e+004  ,-2.03660e+006  ,4.10176e+005  ,-7.16660e+004  ,4.43074e+002
3367  ,-8.29957e+006  ,-2.21424e+004  ,-2.10583e+006  ,4.10690e+005  ,-5.62916e+004  ,-2.95881e+003
3368  ,-8.23203e+006  ,-3.25589e+004  ,-2.15066e+006  ,4.45666e+005  ,-4.75250e+004  ,3.88342e+002
3369  ,-8.28234e+006  ,-2.71304e+004  ,-2.21641e+006  ,4.51203e+005  ,-3.53907e+004  ,-2.11981e+003
3370  ,-8.23591e+006  ,-3.60019e+004  ,-2.23793e+006  ,4.37380e+005  ,-2.85002e+004  ,1.41687e+003
3371  ,-8.25957e+006  ,-3.78480e+004  ,-2.29087e+006  ,4.43220e+005  ,-1.91048e+004  ,-3.71850e+003
3372  ,-8.29712e+006  ,-6.12177e+004  ,-2.33409e+006  ,4.43603e+005  ,-1.17197e+004  ,8.15294e+002
3373  ,-8.35880e+006  ,-5.97063e+004  ,-2.36400e+006  ,4.53777e+005  ,-7.17135e+003  ,-1.45543e+003
3374  ,-8.37579e+006  ,-4.07745e+004  ,-2.37352e+006  ,4.64960e+005  ,-6.94168e+003  ,-1.42431e+003
3375  ,-8.36114e+006  ,-1.76722e+004  ,-2.35984e+006  ,4.59939e+005  ,2.64616e+003  ,-1.15884e+003
3376  ,-8.37054e+006  ,-8.49258e+001  ,-2.34349e+006  ,4.49480e+005  ,8.50271e+003  ,-2.65811e+003
3377  ,-8.38540e+006  ,-3.78523e+003  ,-2.31969e+006  ,4.49133e+005  ,1.44527e+004  ,2.00320e+003
3378  ,-8.41863e+006  ,-2.28062e+004  ,-2.29573e+006  ,4.50547e+005  ,2.27941e+004  ,-1.08130e+003
